Normal,Simple,SARI,METEOR,ROUGE_F,SPEARMAN_CORRELATION,PEARSON_CORRELATION
"Conseguentemente , all' articolo 15 , dopo il comma 1 , inserire il seguente : « 1 - bis .","Dopo l'articolo 20, dopo il comma 2 è inserito il seguente : « 2 - bis",65.5226,0.7395,0,0,0
Per lo svolgimento della prova sono state assegnate n,Per lo svolgimento della prova vengono assegnate n,100.0,0.999,0,0,0
Non posso desiderare niente di più .,Non posso desiderare di più,100.0,0.996,0,0,0
Così non si può andare avanti ! ! !,Non puoi andare avanti così!,76.3889,0.8067,0,0,0
"E quindi , cominciare queste profonde ed esoteriche pratiche contemplative e adottare lo stile di vita monastico senza un contesto adeguato provoca molti problemi .",Il percorso di vita è facilitato e pieno di vita e di scambi culturali.,15.2488,0.0847,0,0,0
"Beh , questo è un altro discorso .",Questo è un altro discorso,60.1058,0.7938,0,0,0
Ed era proprio la fine .,Ed è la sua fine,65.0,0.2,0,0,0
è proprio quello il punto .,Questo è il vero punto,61.1111,0.2,0,0,0
Per ulteriori informazioni telefonare allo 051988311 .,Per informazioni si può telefonare allo 06688080,91.8056,0.8552,0,0,0
"Adesso , evidentemente , le cose sono cambiate",Ma intanto le cose sono cambiate.,77.7778,0.7114,0,0,0
"Raccomanda , infine , l' approvazione dei suoi emendamenti 9 .",Raccomanda infine l'approvazione degli emendamenti,24.0807,0.1299,0,0,0
"Ora , questo è solo un esempio",Questo è un esempio banale.,80.5556,0.8067,0,0,0
"Infine , propone di esprimere un parere favorevole .",Propone quindi di esprimere un parere favorevole,100.0,0.9985,0,0,0
"È così , proprio così .",è stato proprio così così,51.6204,0.3178,0,0,0
"Mi sorgono dei dubbi , abbastanza spontanei","Mi sorge un dubbio, ma.",73.5859,0.7311,0,0,0
"La Commissione prosegue l' esame , rinviato da ultimo nella seduta del 4 febbraio scorso",La Commissione prosegue l'esame rinviato nella seduta del 2 o febbraio 2005.,48.6222,0.6191,0,0,0
Questa è una gran cosa,Questa è una cosa straordinaria.,57.6984,0.526,0,0,0
"Questo , ovviamente , è un problema .",Questo è un grosso problema,67.6587,0.535,0,0,0
"Ma è stata ovviamente una grande emozione """,è stata davvero una bella esperienza.,45.5556,0.4509,0,0,0
""" Questo si che è un reale problema etico .",Questo è un problema enorme,79.6296,0.7938,0,0,0
Ma il problema è tutt' altro che banale,Il problema è però un altro.,58.9352,0.712,0,0,0
Evidentemente le cose sono cambiate .,Ma le cose sono cambiate,58.254,0.75,0,0,0
"Ma non andrete da nessuna parte , purtroppo",Non può andare da nessuna parte.,75.6944,0.6914,0,0,0
"La Commissione prosegue l' esame congiunto , rinviato nella seduta del 29 luglio 2004",La Commissione prosegue l'esame rinviato nella seduta del 3 o luglio 1998.,51.8056,0.6191,0,0,0
"Se così fosse , saremmo di fronte ad un atto assai grave , illegittimo e inopportuno",è stato così grave e grave.,30.8674,0.2131,0,0,0
Si rimette comunque alla Commissione sull' emendamento .,Si passa all'esame del provvedimento,47.381,0.0581,0,0,0
Si può far- ne a meno,Possiamo far - ne a meno.,46.5476,0.5024,0,0,0
""" Oh , quello non era un problema",Non è un problema facile.,74.3056,0.7433,0,0,0
anche a me piace un sacco ! !,A me piace proprio un sacco!,45.8333,0.6127,0,0,0
Ma questo non è assolutamente un problema,Non è un problema facile.,58.8889,0.4046,0,0,0
""" Non è questo il punto "" .",Ma non è il punto,100.0,0.996,0,0,0
Ma di cosa si tratta veramente ?,Ma di che cosa si tratta,100.0,0.9977,0,0,0
"Questa è la mia opinione , oggi",Questa è la mia opinione.,66.0317,0.755,0,0,0
Non sarebbe nemmeno una novità,Non è una gran novità.,67.5926,0.7433,0,0,0
"Anzi , è il contrario .",è proprio il suo risultato,49.7222,0.2,0,0,0
Come si esce dal circolo vizioso,Come uscire dal circolo?,49.8016,0.2326,0,0,0
Ma la lista potrebbe essere davvero lunghissima,Ma la lista è ancora lunga.,76.0913,0.7934,0,0,0
articolo 119 della Costituzione sostituito dal seguente :,L'articolo 95 della Costituzione è sostituito dal seguente : « Art. 95.,81.3243,0.6941,0,0,0
"Siamo , dunque , alla fine del 1926",Siamo alla fine del 2001.,70.0,0.6464,0,0,0
« È un momento difficile .,è un momento difficile e difficile,53.8889,0.6189,0,0,0
"Questo è un rischio , naturalmente",Questo è un grande rischio.,28.1944,0.4574,0,0,0
"Beh , questa è una domanda molto buona .",Questa è una domanda difficile,53.8889,0.75,0,0,0
"Ora , le mie domande sono : 1 .",Le mie domande sono queste : 1,43.3333,0.4509,0,0,0
Fortunatamente il tempo non passa invano .,Il tempo non è scaduto,44.3651,0.5889,0,0,0
"La Commissione prosegue l' esame , rinviato da ultimo nella seduta del 23 luglio 2002 .",La Commissione prosegue l'esame rinviato nella seduta del 3 o luglio 1998,47.8219,0.6848,0,0,0
Ma il problema è proprio questo .,Il problema è proprio questo,39.5833,0.3,0,0,0
Ma i problemi sono altri .,Ma il problema è un altro,86.3877,0.8535,0,0,0
"La ringrazio per l' attenzione , e la saluto cordialmente .",Ringrazio per l'attenzione e saluto,36.2226,0.487,0,0,0
"La Commissione prosegue l' esame , rinviato , da ultimo nella seduta del 19 giugno 2003 .",La Commissione prosegue l'esame rinviato nella seduta del 24 giugno 1998,50.9265,0.6085,0,0,0
Proprio questo è il problema,Questo è il grosso problema.,54.1667,0.4167,0,0,0
Insomma : è stato fatto un ottimo lavoro .,Ha fatto un lavoro ottimo,62.9167,0.4331,0,0,0
Francesco FORMENTI ( LNP ) ritira i restanti emendamenti riferiti all' articolo 19,L'emendamento 4. 1 è respinto.,14.5144,0.0662,0,0,0
"è un punto importante , questo",Questo è un punto essenziale.,56.0185,0.8067,0,0,0
""" Non è stata però un' impresa facile "" .",Non sarà un'impresa facile,39.0377,0.1724,0,0,0
"All' articolo 12 il comma 1 è sostituito dal seguente : "" 1 .",Il comma 2 dell'articolo 2 è sostituito dal seguente : « 2,45.3422,0.4148,0,0,0
"Non sarebbe una novità , invero .",Non è certo una novità,94.2857,0.8441,0,0,0
"Il Ministro del tesoro è autorizzato ad apportare , con propri decreti , le occorrenti variazioni di bilancio ( 1 )","Il Ministro del tesoro è autorizzato ad apportare,, le necessarie variazioni di bilancio.",53.6799,0.7197,0,0,0
"Si sostituisca il comma 1 dell' articolo 20 con il seguente : "" 1 .","Il comma 2 dell'articolo 2 è sostituito dal seguente : "" 2",80.3217,0.7149,0,0,0
"Ora , le cose sono cambiate .",Ma intanto le cose sono cambiate,70.8333,0.8067,0,0,0
Non so dar- me una risposta .,Non posso dare una risposta,70.6151,0.75,0,0,0
"Il programma è piccolo ma completo , veloce e facile da usare .",Il programma è molto semplice e intuitivo,52.5,0.4827,0,0,0
"L' emendamento 2.7 , posto ai voti , è respinto",Posto ai voti l'emendamento 3. 1 è respinto.,64.2582,0.5889,0,0,0
Si passa quindi agli emendamenti all,Si passa agli emendamenti all'articolo 2.,75.7816,0.55,0,0,0
Ma potrebbe essere solo l' inizio .,Ma è solo l'inizio,39.4444,0.1493,0,0,0
Qual è l' obiettivo principale dell' iniziativa ?,Quali sono gli obiettivi principali dell'iniziativa,43.6012,0.0,0,0,0
Ma di cosa si tratta ?,Ma di che cosa si tratta,43.75,0.2941,0,0,0
Non sarebbe proprio il caso .,Non è il nostro caso,68.373,0.75,0,0,0
""" Cosa volevo fare da grande",Cosa posso fare da grande?,57.6984,0.526,0,0,0
Non era più un guerriero,Non è un uomo facile.,54.1865,0.25,0,0,0
Qual è allora la verità ?,Ma sarà proprio la verità,63.0556,0.4331,0,0,0
Ora la domanda è questa .,Questa è la mia domanda,73.6111,0.75,0,0,0
Il problema è anche questo,Questo è il grosso problema.,60.4167,0.4167,0,0,0
La risposta più logica è : no .,La risposta è ovviamente no,72.2222,0.75,0,0,0
Oggi tutto questo è un dato di fatto,è un dato di fatto.,88.8889,0.8676,0,0,0
La ringrazio anticipatamente per l' aiuto .,La ringrazio per l'aiuto,68.1548,0.4395,0,0,0
E questo non è una bella cosa,Non è una cosa facile.,70.8333,0.7433,0,0,0
"Questa , d' altronde , non è una novità",Non è certo una novità.,47.3413,0.7433,0,0,0
Non sono questioni da poco,Non è una pura questione terminologica.,59.2803,0.6371,0,0,0
"L' emendamento 4.91a , posto ai voti , è respinto",Posto ai voti l'emendamento 3. 1 è respinto.,65.1058,0.6471,0,0,0
"Sussistono tuttavia giusti motivi , per disporre l' integrale compensazione tra le parti delle spese di giudizio",Sussistono giusti motivi per compensare tra le parti le spese di entrambi i gradi di giudizio.,44.5134,0.5868,0,0,0
"Per informazioni , telefona allo 0688644388",Per informazioni si può telefonare allo 0668808098.,72.5,0.7194,0,0,0
Il problema è stato semplicemente ignorato .,Il problema è proprio questo,50.6944,0.375,0,0,0
"Aggiungo , però , una cosa",Ma una cosa devo fare.,66.9841,0.526,0,0,0
Ma questa è un' opinione personale ),Ma è solo un opinione personale.,32.2222,0.6371,0,0,0
Di pubblicare il presente provvedimento nella Gazzetta Ufficiale della Repubblica italiana e nel sito internet dell' Autorità ( www.autorita.energia.it ) affinché entri in vigore dalla data di pubblicazione .,Il presente decreto sarà pubblicato nella Gazzetta Ufficiale della Regione per la pubblicazione della Gazzetta Ufficiale di Bruxelles,21.568,0.2662,0,0,0
Non ci hanno fatto di certo una bella figura,Non ha fatto una bella cosa.,53.6971,0.6371,0,0,0
Ringraziando- la anticipatamente per la sua cortese attenzione La saluto cordialmente,La ringrazio per l'attenzione e la saluto.,58.1363,0.5841,0,0,0
"A volte , tuttavia , succede il contrario .",Ma a questo modo avviene il contrario,45.1786,0.4915,0,0,0
Cosa puoi dir- me a riguardo,Cosa può dire a questo riguardo?,100.0,0.9985,0,0,0
"E questa , fra l' altro , non sarebbe la prima volta",Non è certo la prima volta.,79.5503,0.8413,0,0,0
"Questa è la mia interpretazione """,Questa è la mia interpretazione.,59.3519,0.8067,0,0,0
"Rinvia , infine , ad altra seduta il seguito dell' esame .",Il seguito dell'esame è rinviato ad altra seduta,59.1414,0.6466,0,0,0
Ma non è così facile,Ma non è stato facile.,45.2976,0.5435,0,0,0
ma i problemi sono anche altri .,Ma il problema è un altro,82.5,0.755,0,0,0
"Dopo l' articolo 569 , inserire il seguente articolo : "" Art","Dopo l'articolo 20, sono inseriti i seguenti : « Art",26.4858,0.1563,0,0,0
Come si fa ad andare avanti così,Come fare a fare così?,38.3333,0.1667,0,0,0
Si potrebbe sospendere la seduta fino alle 11,Sospendo la seduta fino alle 15.,80.5556,0.8413,0,0,0
Ma questa è solo una possibile chiave di lettura,Questa è una chiave di lettura.,95.1948,0.9813,0,0,0
D' altronde non è una novità .,Non è certo una novità,100.0,0.996,0,0,0
L' idea non è niente male .,L'idea non è male,63.4722,0.5077,0,0,0
"In mancanza della suddetta comunicazione , il contratto si rinnoverà tacitamente alle medesime condizioni .","In mancanza di una disposizione del sindaco, il contratto è rinnovato",40.0049,0.4907,0,0,0
"È solo un' ipotesi , certo .",Ma è solo un'ipotesi,36.6667,0.0862,0,0,0
Questa è esattamente anche la mia esperienza,Questa è la mia esperienza.,80.3175,0.8535,0,0,0
""" Non è un problema """,Non è un problema facile.,70.0,0.7014,0,0,0
« Era una mia amica .,è proprio una mia opinione,52.0833,0.1,0,0,0
"I risultati , fallimentari , sono sotto gli occhi di tutti",I risultati sono sotto gli occhi di tutti.,71.0928,0.6651,0,0,0
E questo non lo capisco,Non lo capisco proprio.,58.75,0.6559,0,0,0
Spero di esser- le stato d' aiuto,Spero di essere stato d'aiuto.,79.8479,0.5391,0,0,0
E questo è un bene »,E questo è un bene.,65.9722,0.6615,0,0,0
"C' è un fatto , semplicemente , geografico",Ma il fatto è un altro.,59.2262,0.6371,0,0,0
Tuttavia la situazione è questa .,La situazione è questa :,41.6667,0.4,0,0,0
articolo 20 inserire il seguente : « Art,"Dopo l'articolo 20, è inserito il seguente : « Art",57.6418,0.6113,0,0,0
E così il cerchio si chiude,Il cerchio si è chiuso.,54.3651,0.4574,0,0,0
Potrebbe non essere una buona idea,Non è stata una buona idea.,58.0688,0.7311,0,0,0
"E questo , sì , è davvero un peccato .",Ed è davvero un peccato,100.0,0.996,0,0,0
Invece è esattamente il contrario,è proprio il suo stesso effetto.,57.6389,0.5174,0,0,0
Adesso si va al voto,Facciamo dunque il voto al voto.,72.4537,0.4827,0,0,0
è questa però un' altra storia .,Ma è un'altra storia,39.4444,0.1724,0,0,0
Le risposte possono essere più di una,Le risposte possono essere molte.,39.4444,0.3276,0,0,0
"Difatti , è , invece , vero il contrario .",è proprio vero il contrario,52.5463,0.6313,0,0,0
Ma ci sono anche delle complicazioni .,Ma ci sono anche altre difficoltà,36.6667,0.0725,0,0,0
Non sono d' accordo per nulla .,Non posso essere d'accordo,65.5556,0.5077,0,0,0
ma questo è solo il mio parere .,Questo è il mio modestissimo parere,56.2963,0.7353,0,0,0
"Svolge , quindi , un intervento introduttivo .","Conclusivamente, il dibattito è stato generale",42.8571,0.0,0,0,0
Non sarebbe certo la prima volta,Non è la prima volta.,94.7619,0.8676,0,0,0
Questo è uno dei problemi,Questo è un problema enorme.,79.1667,0.8519,0,0,0
Ma il punto resta un altro .,Ma il punto rimaneva un altro,44.4444,0.098,0,0,0
"Posto ai voti , l' articolo 5 , è approvato .",Posto ai voti è approvato l'articolo 3,69.7487,0.5659,0,0,0
E questo era solo l' inizio,Ma è solo l'inizio.,44.2262,0.3758,0,0,0
l' HTML è : Attivo i BBcode è : Attivo Ciao a tutti !,Il messaggio è : Attivo e intuitivo.,16.1111,0.2197,0,0,0
"L' emendamento 4.1 , posto ai voti , è respinto",Posto ai voti l'emendamento 3. 1 è respinto.,64.2582,0.5889,0,0,0
Per maggiori informazioni consultare RFC 792,Per maggiori informazioni consultare il sito,43.4392,0.6615,0,0,0
"La presente legge è dichiarata urgente , ed entra in vigore il giorno successivo a quello della sua pubblicazione nel Bollettino Ufficiale della Regione",La presente legge è dichiarata urgente ed entra in vigore il giorno successivo alla sua pubblicazione sul Bollettino Ufficiale della Regione Calabria.,52.2009,0.832,0,0,0
"Ma il problema sollevato , ormai , è un altro",Il problema è un altro.,93.1746,0.8676,0,0,0
"Dov' è il problema , allora ?",Dov'è allora il problema,54.1667,0.098,0,0,0
Il dado è stato tratto,Il dado è tratto.,61.3095,0.6356,0,0,0
"Alla pubblica udienza del 29 ottobre 2004 , il ricorso è stato trattenuto in decisione .",Alla pubblica udienza del 24 aprile 2003 il ricorso veniva trattenuto in decisione,76.0991,0.7662,0,0,0
Ma il mio è solo un altro parere .,Questo è il mio parere,60.1058,0.4642,0,0,0
"Bene , allora qual è il problema ?",Dov'è allora il problema,69.3651,0.8535,0,0,0
Ma questa non è l' unica ragione,Ma non è l'unica ragione.,68.0556,0.625,0,0,0
« Non è la prima volta,Non è la prima volta.,64.6296,0.7014,0,0,0
""" Non capisco la domanda """,Non capisco proprio la domanda.,75.6944,0.8067,0,0,0
Ma questa certo non è una novità .,Ma non è una novità,43.8889,0.6356,0,0,0
"La domanda , naturalmente , è retorica",La domanda è ovviamente retorica.,78.3929,0.8067,0,0,0
"Naturalmente , non commenterò queste indiscrezioni .",Non ci sono altre informazioni,20.9722,0.1,0,0,0
""" E siamo solo agli inizi",Ed è solo l'inizio.,53.3333,0.4331,0,0,0
La questione è tutt' altro che semplice .,La questione è tutt'altra,46.0317,0.5077,0,0,0
Ma questa è comunque un' altra storia .,Ma è un'altra storia,69.0476,0.5215,0,0,0
"Ecco , questo , questo è un pò il punto",Questo è il vero punto critico.,68.3003,0.7311,0,0,0
"Conformemente al principio dell' annualità del bilancio statale , possono essere ammessi soltanto i progetti che hanno esecuzione totalmente o prevalentemente nel 2005 .",Il bilancio statale è approvato all'unanimità entro cento giorni dal successivo anno di bilancio,20.0351,0.0515,0,0,0
« Ci fu un generale silenzio .,C'è un silenzio assoluto,78.0952,0.9977,0,0,0
Che non sono esattamente la stessa cosa,Non è esattamente la stessa cosa.,63.4392,0.6914,0,0,0
"Dopo l' articolo 20 , inserire il seguente : Art","Dopo l'articolo 20, sono inseriti i seguenti : « Art",38.6086,0.3484,0,0,0
E questo è solo l' inizio .,Questo è stato solo l'inizio,32.7976,0.0847,0,0,0
Ma la sostanza essenzialmente non cambia .,Ma la sostanza non cambia,77.963,0.7938,0,0,0
Questo non è un caso .,Non è un caso facile,66.6667,0.6727,0,0,0
