Normal,Simple,SARI,METEOR,ROUGE_F,SPEARMAN_CORRELATION,PEARSON_CORRELATION
Ora facciamo un passo avanti .,anche anche anche anche anche film film film sono film film cerco film film cinema film film,41.1111,0.0,0.0,-0.724,-0.193
Ma questa è solo un' ipotesi .,italiano italiano italiano anche anche anche sono sono sono che sono sono infatti infatti infatti anche anche questo questo film,33.6508,0.0,0.0,0.3489,0.3106
Ma questa è solo una ipotesi .,italiano italiano italiano anche anche anche sono sono sono infatti infatti infatti anche anche infatti infatti essere essere essere possono,55.9524,0.0,0.0,0.2223,0.2484
"Nella realtà , purtroppo , non è così .",anche anche anche infatti infatti infatti anche anche sono anche anche film film film anche anche spesso film film sono,34.2262,0.0,0.0,0.1512,-0.0562
Di chi sarebbe la colpa ?,anche anche anche scrivere scrivere scrivere leggere leggere leggere scrivere leggere scrivere scrivere fare leggere leggere vivere vivere vivere leggere,41.1111,0.0,0.0,-0.1099,0.0023
Questa è una domanda ovviamente senza risposta .,italiano italiano italiano anche anche anche sono sono sono anche anche infatti infatti infatti anche anche leggere leggere leggere vivere,44.6429,0.0,0.0,-0.1416,-0.2134
"Grazie , ne faccio a meno",solo solo solo infatti infatti infatti anche anche anche infatti infatti solo solo sono solo solo segno segno segno solo,44.1667,0.0,0.0,-0.1431,-0.1526
"La Commissione approva quindi l' articolo 24 , come modificato",italiano italiano italiano questo questo questo film film film questo questo per per questo questo video video video film film,40.5556,0.0,0.0,-0.0086,-0.2309
"La Commissione approva quindi l' articolo 26 , come modificato",italiano italiano italiano frutto frutto frutto questo frutto frutto italiano italiano anche italiano italiano parla parla parla racconta racconta racconta,40.5556,0.0,0.0,-0.0062,0.0973
Questo è l' altro punto fondamentale,italiano italiano italiano sono sono sono che sono sono infatti infatti infatti sono sono possono possono possono sono sono questo,45.0,0.0543,0.0,-0.1306,0.0514
Naturalmente è solo la mia opinione,anche anche anche anche anche film film film film film per film film sono film,42.7778,0.0,0.0,-0.5111,-0.3122
La risposta è stata sempre la stessa : no .,pi pi pi Pi Pi Pi pi pi sono pi pi anche pi pi vediamo pi pi si pi pi,35.5324,0.0,0.0,0.2368,-0.0957
E questo non è l' unico caso,italiano italiano italiano questo questo questo perché perché perché questo questo solo solo solo film film film questo questo film,28.8889,0.0,0.0,0.0402,-0.1143
"Almeno , questa è la mia impressione",anche anche anche scrivere scrivere scrivere possono possono possono anche anche possono possono sono anche anche infatti anche anche italiano,31.2698,0.0,0.0,0.2683,0.4437
"Sostituire il comma 13 con il seguente : "" 13 .",italiano italiano italiano infatti italiano italiano anche italiano italiano questo questo questo parole parole parole parola parola parola parole parole,19.7917,0.0,0.0,0.4439,0.2573
"Propone , dunque , di esprimere un parere favorevole",anche anche anche infatti anche anche leggere leggere leggere possono leggere leggere vivere leggere leggere vedere leggere leggere film film,16.0466,0.0,0.0,-0.4203,-0.1966
"Propone , quindi , di esprimere un parere favorevole",anche anche anche anche anche leggere leggere leggere vivere leggere leggere sono leggere leggere fare leggere leggere,16.0466,0.0,0.0,-0.5969,-0.5066
"La verità , probabilmente , sta nel mezzo .",anche anche anche scrivere scrivere scrivere leggere leggere leggere scrivere scrivere scrittura scrivere scrivere fare scrivere scrivere vivere vivere vivere,32.1429,0.0,0.0,-0.3712,-0.466
"Il punto , però , non è questo .",anche anche anche infatti infatti anche anche leggere leggere leggere scrivere leggere leggere vivere vivere vivere leggere leggere fare leggere,42.7083,0.0,0.0,-0.8071,-0.5672
Ci può fare un esempio ?,anche anche anche schermo schermo schermo film film film romanzo film film sono film film caso film film questo film,30.6944,0.0,0.0,0.0764,0.4933
Ma c' è un' altra notizia .,anche anche anche infatti infatti anche anche spesso spesso spesso anche anche film film film spesso spesso film film sono,58.8095,0.0676,0.0,-0.1198,0.1205
Ma c' è una buona notizia .,anche anche anche scrivere scrivere scrivere leggere leggere leggere scrivere scrivere padrone padrone padrone sole sole sole padrone padrone possedere,57.1429,0.0,0.0,-0.375,-0.0775
« Non si può far finta di nulla .,italiano italiano italiano infatti infatti infatti italiano italiano italiani italiano italiano anni anni anni infatti infatti cerco cerco cerco se,21.8089,0.0,0.0,-0.0118,-0.1338
« Le cose non stanno così .,anche anche anche pi pi pi Pi Pi Pi pi pipi Pi Pipi Pi pi Pi pipi,12.6587,0.0,0.0,-0.2291,-0.1823
« Le cose non stanno così,anche anche anche italiano italiano italiano anche anche spesso spesso spesso film film film spesso spesso anche anche film film,27.6389,0.0,0.0,-0.1124,0.0842
"E questo non può essere un caso """,italiano italiano italiano infatti infatti infatti inoltre inoltre inoltre infatti infatti avere avere avere inoltre inoltre avere avere possedere avere,45.6845,0.0,0.0,0.5157,0.0006
"Non può più andare da nessuna parte , purtroppo",italiano italiano italiano questo questo questo parole parole parole parola parola parola parole parole sono parole parole queste parole parole,19.8413,0.0,0.0,0.0474,0.0797
"Ma allora , come andarono le cose ?",sono anche anche anche infatti infatti infatti anche anche spesso spesso spesso anche anche uomo uomo uomo infatti infatti uomo,46.7262,0.0602,0.0,-0.152,-0.1928
Ma c' è un aspetto curioso,italiano italiano italiano anche anche anche infatti infatti infatti anche anche film film film questo film film video film film,30.6944,0.0,0.0,0.2403,0.1264
Ma c' è un aspetto diverso .,anche anche anche infatti anche anche film film film anche film genere film film sono film film genere genere genere,32.4603,0.0,0.0,-0.3656,-0.0831
L' obiettivo è stato raggiunto,più più più sono sono sono essere essere essere sono sono possono sono sono infatti sono sono questi sono sono,67.9487,0.0602,0.0,0.0179,-0.1092
« Non è assolutamente quello il modo per risolvere il problema,anche anche anche infatti anche anche film film film anche film anche anche leggere leggere leggere film film leggere leggere,22.1065,0.0,0.0,-0.462,-0.125
Non sarebbe nemmeno una novità,infatti infatti infatti essere essere essere uomo uomo uomo essere essere infatti uomo uomo infatti uomo essere uomo essere fare,42.9167,0.0,0.0,0.0843,0.0297
Sappiamo che non è facile,sono sono sono infatti infatti infatti sono sono possono possono possono sono sono anche infatti infatti possono possono anche anche,10.6944,0.0,0.0,-0.1429,0.3258
Però forse c' è un altro fatto,italiano italiano italiano anche anche anche questo questo questo film film film questo film questo questo per film film cinema,32.4603,0.0,0.0,0.0997,0.0649
Fondamentalmente perché si prendono troppo sul serio .,italiano italiano italiano un un un infatti infatti infatti italiano italiano questo italiano italiano cerco cerco cerco Cerco Cerco Cerco,34.7718,0.0,0.0,-0.5297,-0.3348
"Marte , allora c' è vita",donna donna donna uomo uomo uomo donna donna donne donna donna. donna donna solo donna donna se donna donna,30.6944,0.0,0.0,-0.1402,0.0977
Sarebbe stata comunque una bella storia .,donna donna donna uomo uomo uomo donna donna donne donna donna sole sole sole donne donne donne donna uomo donna,55.9524,0.0,0.0,-0.5024,-0.1416
La strada è ancora molto lunga .,anche anche anche teatro teatro teatro film film film schermo schermo schermo film film vita vita vita vivere vivere vivere,32.4603,0.0,0.0,-0.1897,0.2993
"Certo , c' è sempre una prima volta »",italiano italiano italiano uomo uomo uomo annuncio annuncio annuncio uomo uomo un uomo uomo infatti uomo uomo film film film,13.6409,0.0,0.0,0.386,-0.0688
« La situazione è difficile .,anche anche anche infatti infatti infatti anche anche leggere leggere leggere scrivere leggere leggere possono leggere leggere anche leggere scrivere,30.6944,0.0,0.0,-0.5159,-0.2674
Mi sembra la cosa più ovvia,anche anche anche inoltre anche anche leggere leggere leggere possono leggere leggere scrivere leggere leggere sole sole sole leggere leggere,41.1111,0.0,0.0,-0.7196,-0.3813
Complessivamente il giudizio è abbastanza buono .,anche anche anche infatti infatti infatti anche anche → → → anche → anche anche scrivere → → →,43.8492,0.0,0.0,-0.4418,-0.2927
Ma questo non è assolutamente un problema,anche anche anche possono possono possono anche anche scrivere scrivere scrivere possono possono film film film possono possono infatti infatti,43.8492,0.0,0.0,-0.6485,-0.1994
La risposta è ovviamente NO .,pi pi pi Pi Pi Pi pi pi sono pi pi per pi pi un pi pi sei sei sei,30.6944,0.0,0.0,0.315,0.1344
La risposta ovviamente è no .,anche anche anche pi pi pi Pi Pi Pi pi pi sono pi pipi pi pi siano pi pi,42.7778,0.0,0.0,0.2308,-0.0721
La risposta è ovviamente No .,pi pi pi Pi Pi Pi pi pi sono pi pi sei sei sei Sei sei sei sono sei sei,30.6944,0.0,0.0,0.0666,-0.0145
la risposta è ovviamente no .,anche anche anche sono sono sono possono possono possono sono sono anche anche infatti sono sono infatti sono anche sono,30.6944,0.0,0.0,-0.0391,-0.1326
"Si , ovviamente , è proprio così",anche anche anche infatti infatti infatti anche anche spesso anche anche sono anche anche inoltre anche anche film film film,44.4444,0.0,0.0,0.2109,0.3733
Questo è quindi un punto fermo,anche anche anche infatti anche anche anche anche scrivere scrivere scrivere leggere leggere leggere,39.7222,0.0,0.0,-0.1592,-0.1647
"Questo , però , non è un gioco",anche anche anche scrivere scrivere scrivere leggere leggere leggere scrivere scrivere scrittura scrivere scrivere parole parole parole parola parola parola,19.3651,0.0,0.0,-0.1674,0.0964
Questo non è mai avvenuto,anche anche anche infatti infatti infatti anche anche sono possono possono possono anche anche essere essere essere possono possono essere,28.0556,0.0,0.0,0.2996,0.4797
Questo sarebbe un primo passo concreto .,italiano italiano italiano anche anche anche sono sono sono possono possono possono sono possono sono sono anche anche italiano italiano,32.4603,0.0,0.0,0.1345,-0.141
« Ma come stavano in realtà le cose ?,anche anche anche infatti infatti infatti anche anche spesso spesso spesso anche anche film film film anche anche questo questo,41.3194,0.0,0.0,0.0557,-0.1498
"Il gioco , però , non è questo",italiano italiano italiano italiana italiano italiano uomo uomo uomo italiano italiano film film film video film film genere genere genere,44.0476,0.0,0.0,0.5441,0.3517
"Oggi , qual è la situazione",anche anche anche scrivere scrivere scrivere leggere leggere leggere scrivere scrivere possono possono possono sono possono possono infatti infatti infatti,41.1111,0.0,0.0,-0.0166,-0.1515
Ovviamente la risposta è no,anche anche anche pi pi pi Pi Pi Pi pi pi sono pi pi di pi pi per pi pi,41.25,0.0,0.0,0.4452,-0.0243
E questa è la prima inderogabile richiesta,italiano italiano italiano anche anche anche → → → › › › anche,31.2698,0.0,0.0,-0.1134,-0.3026
"Sono in ogni caso fatte salve le maggiori competenze riconosciute alle regioni a statuto speciale e alle province autonome di Trento e di Bolzano ai sensi dei rispettivi statuti e delle relative norme di attuazione "" .",anche anche anche inoltre inoltre inoltre anche anche infatti anche anche italiano anche anche anni anche anche auto auto auto,8.4761,0.0,0.0,0.2646,0.2044
La ringrazio infinitamente per la sua cortese attenzione,italiano italiano italiano infatti infatti infatti presenta presenta presenta presentare presentare presentare presenta presenta presentano presenta presenta presentando presenta presenta,30.754,0.0,0.0,-0.0748,-0.1054
C' è una cosa di cui avrei bisogno,sono anche anche anche scrivere scrivere scrivere leggere leggere leggere scrivere scrivere sono sono sono anche sono sono infatti infatti,16.8353,0.0,0.0,0.2891,0.2574
E questo è solo un esempio,anche anche anche film film film anche film cinema film film cinema cinema film cinema sono film film sono film,57.4074,0.0602,0.0,-0.3484,-0.1036
"Le cose , però , cambiano .",italiano italiano italiano anche anche anche infatti infatti infatti anche anche 18 18 18 19 19 19 18 18 21,30.2778,0.0,0.0,0.5261,0.5776
Ma la realtà profonda non è questa .,anche anche anche infatti anche anche leggere leggere leggere vivere leggere leggere scrivere leggere leggere film film film genere genere,43.4524,0.0,0.0,-0.6123,-0.3957
Qui è il posto dell' Italia .,anche anche anche infatti anche anche film film film video film film sono film film per film film questo film,54.7619,0.0,0.0,-0.1772,-0.046
"Bene , si comincia a fare sul serio , adesso .",anche anche anche infatti anche anche spesso anche anche schermo schermo schermo film film film schermo schermo superficie superficie superficie,17.338,0.0,0.0,-0.6608,-0.29
"Sì , ne è valsa proprio la pena",donna donna donna sole sole sole donne donne donne donna donna donne donna donne donne sono donna donna solo donna,44.6429,0.0,0.0,0.3207,0.4415
"Sì , ne è valsa proprio la pena .",solo solo solo sono sono sono spesso spesso spesso anche anche anche spesso spesso sono sono anche anche sono sono,45.2546,0.0,0.0,0.0685,0.0197
"Le spese , come di regola seguono la soccombenza e si liquidano in dispositivo",anche anche anche infatti anche anche scrivere scrivere scrivere leggere leggere leggere scrivere scrivere vivere vivere vivere leggere leggere vivere,22.0294,0.0,0.0,0.002,0.0508
"Quindi , ci sono problemi enormi",anche anche anche scrivere scrivere scrivere anche scrivere anche anche film film film anche anche leggere leggere leggere scrivere scrivere,41.1111,0.0,0.0,-0.0194,0.151
Forse qualcuno si è fatto male,italiano italiano italiano sono sono sono film film film sono sono che film film questo film film video film film,30.6944,0.0,0.0,-0.0281,-0.2407
E oggi qual è la situazione,anche anche anche leggere leggere leggere possono possono possono anche anche scrivere scrivere scrivere leggere leggere scrivere scrivere scrittura scrivere,30.6944,0.0,0.0,-0.4802,-0.2143
Che non è la stessa cosa,anche anche anche scrivere scrivere scrivere leggere leggere leggere scrivere scrivere sole sole sole padrone sole sole Sole sole sole,30.6944,0.0,0.0,-0.148,-0.307
"E così è , anche nella realtà .",anche anche anche infatti infatti infatti anche anche spesso spesso spesso anche anche film film film anche anche schermo film,53.5714,0.0,0.0,0.0073,-0.1208
"Pertanto , il mio parere è contrario .",anche anche anche infatti anche anche film film film anche anche sono anche anche anche anche leggere leggere leggere,43.6012,0.0,0.0,-0.1458,-0.08
Vi faccio solo un esempio .,anche anche anche scrivere scrivere scrivere leggere leggere leggere scrivere scrivere sono sono sono anche anche sono sono film film,41.1111,0.0,0.0,0.249,0.1645
Ma la verità sarebbe un' altra,anche anche anche film film film per film film video film film cerco cerco cerco film film foto film film,41.1111,0.0,0.0,-0.4542,-0.2634
La collocazione editoriale delle pubblicazioni è generalmente sufficiente,anche anche anche scrivere scrivere scrivere possono possono possono anche anche possono possono scrivere scrivere anche scrivere possono scrivere scritto,14.8214,0.0,0.0,-0.2216,0.0571
E questo non è l' unico problema,italiano italiano italiano questo questo questo sono sono sono che sono sono infatti infatti infatti sono sono possono possono possono,27.5,0.0,0.0,-0.0767,-0.3118
"Non c' è un "" modo migliore """,sono sono sono anche anche anche sono sono infatti anche anche genere genere genere film film film genere genere anche,19.3651,0.0,0.0,-0.6596,-0.2739
Almeno questo è il mio parere .,italiano italiano italiano anche anche anche infatti anche anche italiano italiano infatti anche italiano anche italiano infatti italiano italiano per,17.7976,0.0,0.0,-0.1731,-0.1807
Non possiamo più tollerar- lo .,italiano italiano italiano questo questo questo sono sono sono questo questo perché perché perché questo questo anche questo questo film,32.0833,0.0,0.0,0.1243,-0.0362
A chi potrei chiedere questa informazione ?,me me me se se se me me per me me sono sono sono me me film film film questo,48.373,0.1205,0.0,-0.3138,-0.2009
La battaglia era solo all' inizio .,sono sono sono film film film sono film sono sono anche anche anche film film questo film film cinema film,41.2698,0.0,0.0,-0.2755,-0.1096
Comunque l' idea mi sembra molto buona !,anche anche anche infatti anche anche film film film sono film film video film film per film film un film,20.1091,0.0,0.0,-0.2202,-0.2828
"Infatti "" Ogni essere umano è unico ed irripetibile .",infatti infatti infatti inoltre inoltre inoltre infatti infatti sono infatti infatti anche infatti infatti potrete potrete potrete infatti infatti film,19.494,0.0,0.0,-0.2506,-0.1157
E già questa è una buona notizia,può anche anche anche possono possono possono anche anche leggere leggere leggere possono possono leggere leggere scrivere leggere leggere sole,53.5714,0.0,0.0,-0.5709,-0.3043
Ora però viene il momento più difficile,anche anche anche scrivere scrivere scrivere leggere leggere leggere scrivere scrivere scrittura scrivere scrivere parole parole parole leggere leggere parole,17.7976,0.0,0.0,-0.2106,-0.3252
E questo è un dato reale e confrontabile ..,anche anche anche infatti infatti infatti anche anche film film film sono film film per film film cinema film film,18.9153,0.0,0.0,0.0707,0.164
Questa è ancora la mia convinzione .,italiano italiano italiano anche anche anche sono sono sono infatti infatti infatti anche anche infatti infatti italiano italiano infatti infatti,41.2698,0.0,0.0,-0.0584,-0.2601
Anche questa delibera è stata approvata all' unanimità,italiano italiano italiano è italiano italiano frutto frutto frutto italiano italiano italiana italiano italiano ha italiano italiano questo italiano italiano,34.7222,0.0543,0.0,0.1457,-0.1529
"C' è un altro problema , piuttosto",anche anche anche film film film video film film cinema film film per film film sono film film di film,31.7328,0.0543,0.0,0.0366,-0.002
L' articolo 420 del codice penale è sostituito dal seguente : Art,italiano italiano italiano uomo uomo uomo stesso uomo uomo italiano italiano stesso stesso stesso stessi stessi stessi stesso stessi stesso,17.4916,0.0,0.0,0.1104,0.0213
Questo è un fatto molto positivo,anche anche anche possono possono possono anche anche film film film sono film film genere genere genere film film è,32.3611,0.0543,0.0,-0.5136,-0.2865
La partita è tutta da giocare,live live live presenta presenta presenta incontra incontra incontra infatti infatti infatti inoltre inoltre inoltre infatti infatti elenco elenco elenco,22.5,0.0,0.0,0.1539,0.553
"È un problema , certo .",anche anche anche infatti infatti anche anche schermo schermo schermo film film film schermo schermo anche film film cinematografico film,44.1667,0.0,0.0,-0.3892,-0.1839
Ma è ancora troppo presto per saper- lo,anche anche anche uomo uomo uomo annuncio annuncio annuncio uomo uomo persone persone persone sono sono sono queste queste queste,32.6885,0.0,0.0,0.3596,0.3047
« Questo è un altro problema aperto .,anche anche anche leggere leggere leggere scrivere leggere leggere possono leggere leggere film film film schermo schermo schermo film film,15.8631,0.0,0.0,-0.165,0.1645
"Sì , è ovviamente cosa grave e tragica",possono infatti infatti infatti possono possono possono infatti possono infatti anche infatti infatti film film film possono possono film film,33.7302,0.0,0.0,-0.0924,-0.1239
"I fatti ci stanno , però , dando ragione",anche anche anche888xxxXxxzzzZZZzz,42.7083,0.0,0.0,-0.3587,-0.0711
"Comunque , questo non è il caso .",anche anche anche leggere leggere leggere possono leggere leggere scrivere leggere leggere sole sole sole leggere leggere 2017 leggere leggere,33.7302,0.0,0.0,-0.1325,0.0916
Oggi lo scenario è cambiato radicalmente .,anche anche anche infatti anche anche film film film anche anche sono film film sono film sono sono film questo,12.6587,0.0,0.0,-0.0589,-0.2357
"La situazione è gravissima """,anche anche anche infatti anche anche leggere leggere leggere anche anche scrivere leggere leggere scrivere leggere scrivere scrivere scrivere leggere,29.7222,0.0,0.0,-0.6404,-0.367
E che vorrebbero continuare a far- lo .,no no no uomo uomo uomo annuncio uomo uomo è uomo uomo infatti uomo uomo cerco cerco cerco uomo uomo,55.2083,0.0,0.0,-0.417,-0.1786
Allora quale è il problema ?,anche anche anche leggere leggere leggere possono leggere leggere scrivere leggere leggere vivere leggere leggere film film film caso caso,42.7778,0.0,0.0,-0.3493,-0.1188
"Si ringrazia per la consueta , preziosa collaborazione .",anche anche anche infatti infatti infatti anche anche solo solo solo infatti infatti solo solo anche infatti anche infatti solo,19.8413,0.0,0.0,-0.1203,0.3191
Con questo non faccio di tutta l' erba un fascio !,anche anche anche anni anni anni sono sono sono possono possono possono sono sono anche anche sono sono film film,17.0349,0.0,0.0,-0.1506,-0.2335
"Posto ai voti , l' emendamento 8.6 , è respinto",italiano italiano italiano anche anche anche anche anche infatti film film film infatti,20.3373,0.0,0.0,0.0652,0.2677
"Per maggiori informazioni , visitate il sito",sono anche anche anche infatti infatti infatti anche anche sono infatti infatti sono infatti anche infatti anche sono sono infatti,29.881,0.0,0.0,0.0165,-0.1901
"È proprio questo , infatti , il punto nevralgico",anche anche anche infatti infatti infatti anche anche spesso anche anche film film film anche anche schermo schermo schermo film,31.3988,0.0,0.0,-0.109,-0.1566
Diciamo le cose come effettivamente stanno .,si si si pi pi pi Pi Pi Pi pi pi sono pi pipi pi pi anche pi pi,32.4603,0.0,0.0,-0.3961,-0.1636
- E allora non è la stessa cosa ?,si anche anche anche infatti infatti infatti anche anche spesso spesso spesso anche anche inoltre anche anche leggere leggere leggere,33.7632,0.0,0.0,-0.2509,-0.2021
Questo è vero fino ad un certo punto,anche anche anche infatti anche anche possono possono possono anche anche film film film anche anche leggere leggere leggere possono,12.5893,0.0,0.0,-0.2668,-0.1645
Non è tuttavia l' unico .,italiano italiano italiano anche anche anche leggere leggere leggere possedere possedere possedere leggere leggere sole sole sole solo sole sole,44.1667,0.0,0.0,-0.5227,-0.165
"Ebbene , la strada è proprio quella .",anche anche anche infatti anche anche spesso anche anche film film film anche anche sono film film sono film anche,33.7302,0.0,0.0,-0.1804,-0.2223
C' è una situazione assolutamente nuova,anche anche anche possono possono possono anche anche infatti infatti infatti anche anche inoltre inoltre inoltre anche anche genere genere,44.1667,0.0,0.0,-0.0226,0.2326
C' era però un problema .,anche anche anche scritto scritto scritto scrivere scrivere scrivere leggere leggere leggere scrivere scrivere scritto scritto uomo uomo uomo volto,54.1667,0.0,0.0,-0.157,0.1464
Il tempo pieno non c' è più .,sono sono sono infatti infatti infatti italiano italiano italiano italiani italiano italiano uomo uomo uomo un uomo uomo infatti uomo,42.4107,0.0,0.0,-0.3764,-0.2951
- E dov' è il tuo paese,anche anche anche infatti anche anche sono anche anche film film film sono sono sono anche film sono film film,17.7976,0.0,0.0,-0.0941,-0.0199
"Questo è vero , ma solo fino a un certo punto .",anche anche anche infatti infatti infatti anche anche leggere leggere leggere scrivere leggere leggere possono leggere leggere sono leggere leggere,32.9419,0.0,0.0,-0.4872,-0.4104
Sinceramente non era cosa da poco,anche anche anche infatti infatti infatti anche anche leggere leggere leggere anche leggere anche anche scrivere leggere leggere scrivere leggere,27.6389,0.0,0.0,-0.5432,-0.2476
« Ma non è mica la stessa cosa !,si anche anche anche infatti infatti infatti anche anche spesso spesso spesso anche anche inoltre inoltre inoltre anche anche leggere,32.7216,0.0,0.0,-0.1016,-0.154
Il vero problema è solo questo,italiano italiano italiano film film film questo film film cinema film film video film film piano film film porno film,46.6667,0.0543,0.0,-0.1059,-0.199
