Normal,Simple,SARI,METEOR,ROUGE_F,SPEARMAN_CORRELATION,PEARSON_CORRELATION
"Raccomanda , infine , l' approvazione dei suoi emendamenti 9 .",Raccomanda l'approvazione dei suoi emendamenti 9,37.013,0.4808,0,0,0
"Ora , questo è solo un esempio",Ma sono solo un esempio.,56.1706,0.625,0,0,0
"Infine , propone di esprimere un parere favorevole .",Propone infine di esprimere un parere favorevole,66.0256,0.8413,0,0,0
"È così , proprio così .",ma è stata proprio così,47.2222,0.0847,0,0,0
"Mi sorgono dei dubbi , abbastanza spontanei",Qui sorge un dubbio.,65.6614,0.535,0,0,0
"La Commissione prosegue l' esame , rinviato da ultimo nella seduta del 4 febbraio scorso",La Commissione prosegue l'esame rinviato nella seduta del 17 febbraio 2005.,49.2497,0.6235,0,0,0
Questa è una gran cosa,Questa è un'altra cosa.,54.3254,0.4331,0,0,0
"Questo , ovviamente , è un problema .",Questo è un grave problema,67.6587,0.535,0,0,0
"Ma è stata ovviamente una grande emozione """,è stata una grande emozione.,92.417,0.8676,0,0,0
""" Questo si che è un reale problema etico .",Questo è un problema reale,100.0,0.996,0,0,0
Ma il problema è tutt' altro che banale,Ma il problema è un altro.,73.0556,0.8757,0,0,0
Evidentemente le cose sono cambiate .,Ma alcune cose sono cambiate,100.0,0.996,0,0,0
"Ma non andrete da nessuna parte , purtroppo",Non andarono da nessuna parte.,77.1429,0.7014,0,0,0
"La Commissione prosegue l' esame congiunto , rinviato nella seduta del 29 luglio 2004",La Commissione prosegue l'esame rinviato nella seduta del 15 luglio 1997.,52.1032,0.6235,0,0,0
"Se così fosse , saremmo di fronte ad un atto assai grave , illegittimo e inopportuno",Siamo di fronte ad un atto estremamente grave.,100.0,0.9993,0,0,0
Si rimette comunque alla Commissione sull' emendamento .,Si rimette alla Commissione sull'emendamento,74.1667,0.4615,0,0,0
Si può far- ne a meno,Può e deve far - ne a meno.,56.713,0.8541,0,0,0
""" Oh , quello non era un problema",Non è un suo problema.,66.4021,0.7433,0,0,0
anche a me piace un sacco ! !,A me è piaciuto un sacco!,85.0427,0.8848,0,0,0
Ma questo non è assolutamente un problema,Non è un suo problema personale.,61.1111,0.3995,0,0,0
""" Non è questo il punto "" .",Ma il punto non è questo!,61.2963,0.8577,0,0,0
Ma di cosa si tratta veramente ?,Ma di che cosa si tratta precisamente,93.1746,0.9813,0,0,0
"Questa è la mia opinione , oggi",Questa è solo una mia opinione.,62.2685,0.7454,0,0,0
Non sarebbe nemmeno una novità,Ma non era una novità.,69.4444,0.526,0,0,0
"Anzi , è il contrario .",Anzi è esattamente il contrario,100.0,0.996,0,0,0
Come si esce dal circolo vizioso,Come uscire dal circolo vizioso?,53.4193,0.5126,0,0,0
Ma la lista potrebbe essere davvero lunghissima,Ma la lista è lunga.,78.3929,0.8067,0,0,0
articolo 119 della Costituzione sostituito dal seguente :,"L'articolo 135 della Costituzione è sostituito dal seguente : "" Art. 135.",73.4191,0.6244,0,0,0
"Siamo , dunque , alla fine del 1926",Siamo alla fine del 1500.,70.0,0.6464,0,0,0
« È un momento difficile .,è sempre un momento difficile,100.0,0.996,0,0,0
"Questo è un rischio , naturalmente",Questo è un rischio reale.,35.9722,0.5435,0,0,0
"Beh , questa è una domanda molto buona .",Questa è una splendida domanda,66.6667,0.75,0,0,0
"Ora , le mie domande sono : 1 .",Le domande sono queste : 1,65.0463,0.4574,0,0,0
Fortunatamente il tempo non passa invano .,Il tempo non è passato invano,42.7778,0.5773,0,0,0
"La Commissione prosegue l' esame , rinviato da ultimo nella seduta del 23 luglio 2002 .",La Commissione prosegue l'esame rinviato nella seduta del 15 luglio 2004,43.225,0.6085,0,0,0
Ma il problema è proprio questo .,Ma il problema principale è un altro,43.6508,0.1923,0,0,0
Ma i problemi sono altri .,Ma il problema centrale è un altro,79.4444,0.8036,0,0,0
"La ringrazio per l' attenzione , e la saluto cordialmente .","Ringrazio per l'attenzione e saluto,",34.3287,0.4808,0,0,0
"La Commissione prosegue l' esame , rinviato , da ultimo nella seduta del 19 giugno 2003 .",La Commissione prosegue l'esame rinviato nella seduta del 25 giugno 1997,50.9265,0.6085,0,0,0
Proprio questo è il problema,Questo è il grande problema.,54.1667,0.4167,0,0,0
Insomma : è stato fatto un ottimo lavoro .,Avete fatto un ottimo lavoro,42.0833,0.4331,0,0,0
Francesco FORMENTI ( LNP ) ritira i restanti emendamenti riferiti all' articolo 19,Francesco FORMENTI ( LNP ) ritira tutti i propri emendamenti riferiti all'articolo 27.,72.7175,0.7577,0,0,0
"è un punto importante , questo",Questo è un punto importantissimo.,56.0185,0.8067,0,0,0
""" Non è stata però un' impresa facile "" .",Non sarà un'impresa facile,39.0377,0.1724,0,0,0
"All' articolo 12 il comma 1 è sostituito dal seguente : "" 1 .",Il comma 1 dell'articolo 2 è sostituito con il seguente : 1,85.5478,0.7947,0,0,0
"Non sarebbe una novità , invero .",Non è una grande novità,62.3611,0.535,0,0,0
"Il Ministro del tesoro è autorizzato ad apportare , con propri decreti , le occorrenti variazioni di bilancio ( 1 )",Il 2 Ministro del tesoro è autorizzato ad apportare con propri decreti le occorrenti variazioni di bilancio.,100.0,0.9999,0,0,0
"Si sostituisca il comma 1 dell' articolo 20 con il seguente : "" 1 .","Il comma 2 dell'articolo 23 è sostituito dal seguente : "" 2",79.7156,0.7217,0,0,0
"Ora , le cose sono cambiate .",Poi le cose sono cambiate,66.6667,0.6727,0,0,0
Non so dar- me una risposta .,Non sapeva dare una risposta,70.6151,0.75,0,0,0
"Il programma è piccolo ma completo , veloce e facile da usare .",Il programma è facile da usare,100.0,0.9977,0,0,0
"L' emendamento 2.7 , posto ai voti , è respinto",Posto ai voti è respinto l'emendamento 1. 7.,61.3095,0.5625,0,0,0
Si passa quindi agli emendamenti all,Si passa agli emendamenti all'articolo 95.,75.7816,0.55,0,0,0
Ma potrebbe essere solo l' inizio .,Ma era solo l'inizio,46.3889,0.3814,0,0,0
Qual è l' obiettivo principale dell' iniziativa ?,Qual è l'obiettivo di quest'iniziativa,61.7063,0.3319,0,0,0
Ma di cosa si tratta ?,Ma di che cosa si tratta precisamente,43.75,0.2885,0,0,0
Non sarebbe proprio il caso .,Non è il solo caso,68.373,0.75,0,0,0
""" Cosa volevo fare da grande",Cosa vuoi fare da grande?,57.6984,0.526,0,0,0
Non era più un guerriero,Non era un cattivo combattevo.,51.3889,0.25,0,0,0
Qual è allora la verità ?,Ma sarà proprio la verità,63.0556,0.4331,0,0,0
Ora la domanda è questa .,Questa è la tua domanda,73.6111,0.75,0,0,0
Il problema è anche questo,Il mio problema è questo.,65.9722,0.7433,0,0,0
La risposta più logica è : no .,La risposta è ovviamente NO,72.2222,0.75,0,0,0
Oggi tutto questo è un dato di fatto,È il dato di fatto.,52.5463,0.7014,0,0,0
La ringrazio anticipatamente per l' aiuto .,La ringrazio per il suo prezioso aiuto,86.3889,0.8413,0,0,0
E questo non è una bella cosa,Non è una bella cosa.,60.1852,0.8067,0,0,0
"Questa , d' altronde , non è una novità",Non è mica una novità.,47.3413,0.7433,0,0,0
Non sono questioni da poco,Non è questione da poco.,85.4497,0.8535,0,0,0
"L' emendamento 4.91a , posto ai voti , è respinto","Posto ai voti, l'emendamento è respinto.",55.901,0.6617,0,0,0
"Sussistono tuttavia giusti motivi , per disporre l' integrale compensazione tra le parti delle spese di giudizio",Sussistono giusti motivi per disporre tra le parti la compensazione delle spese di giudizio.,59.5352,0.9121,0,0,0
"Per informazioni , telefona allo 0688644388",Per informazioni telefonare allo 0552305205.,83.3333,0.8067,0,0,0
Il problema è stato semplicemente ignorato .,Il problema è stato trascurato,39.4841,0.375,0,0,0
"Aggiungo , però , una cosa",Voglio però aggiungere una cosa.,76.3889,0.7433,0,0,0
Ma questa è un' opinione personale ),"Ma è un'opinione personale "".",20.6944,0.2174,0,0,0
Di pubblicare il presente provvedimento nella Gazzetta Ufficiale della Repubblica italiana e nel sito internet dell' Autorità ( www.autorita.energia.it ) affinché entri in vigore dalla data di pubblicazione .,Il presente provvedimento viene pubblicato nella Gazzetta Ufficiale della Repubblica italiana e nel sito internet dell'Autorità ( www. autorita. energia. it ) ed,65.7804,0.6016,0,0,0
Non ci hanno fatto di certo una bella figura,E non ha fatto una bella figura certamente.,69.2887,0.7812,0,0,0
Ringraziando- la anticipatamente per la sua cortese attenzione La saluto cordialmente,La ringrazio per la cortese attenzione e la saluto.,65.8317,0.584,0,0,0
"A volte , tuttavia , succede il contrario .",A volte può succedere il contrario,51.078,0.7353,0,0,0
Cosa puoi dir- me a riguardo,Cosa puoi dire al riguardo?,59.2063,0.4574,0,0,0
"E questa , fra l' altro , non sarebbe la prima volta",E non era certo la prima volta.,72.5,0.6817,0,0,0
"Questa è la mia interpretazione """,La mia interpretazione è questa.,56.0185,0.62,0,0,0
"Rinvia , infine , ad altra seduta il seguito dell' esame .",Rinvia quindi il seguito dell'esame ad altra seduta,41.9658,0.4523,0,0,0
Ma non è così facile,Ma non può essere così facile.,100.0,0.9985,0,0,0
ma i problemi sono anche altri .,Ma il problema è un altro,82.5,0.755,0,0,0
"Dopo l' articolo 569 , inserire il seguente articolo : "" Art",Dopo l'articolo 55 è inserito il seguente articolo : « Art,65.2923,0.6085,0,0,0
Come si fa ad andare avanti così,Come posso fare avanti così?,40.5952,0.25,0,0,0
Si potrebbe sospendere la seduta fino alle 11,Sospendo la seduta fino alle 16.,80.5556,0.8413,0,0,0
Ma questa è solo una possibile chiave di lettura,è una chiave di lettura possibile.,88.5281,0.9654,0,0,0
D' altronde non è una novità .,E non è certo una novità,92.6984,0.9765,0,0,0
L' idea non è niente male .,L'idea non è male!,62.0833,0.4991,0,0,0
"In mancanza della suddetta comunicazione , il contratto si rinnoverà tacitamente alle medesime condizioni .",In mancanza della comunicazione il contratto è rinnovato tacitamente alle stesse condizioni,74.688,0.9139,0,0,0
"È solo un' ipotesi , certo .",Ma la mia è solo un'ipotesi,36.6667,0.0833,0,0,0
Questa è esattamente anche la mia esperienza,Questa è anche la mia esperienza personale.,57.7742,0.7923,0,0,0
""" Non è un problema """,Non è un problema facile.,70.0,0.7014,0,0,0
« Era una mia amica .,È un mio buon amico,80.2778,0.75,0,0,0
"I risultati , fallimentari , sono sotto gli occhi di tutti",I risultati sono sotto gli occhi di tutti!,60.2198,0.5533,0,0,0
E questo non lo capisco,Questo proprio non lo capisco.,82.5265,0.8676,0,0,0
Spero di esser- le stato d' aiuto,Spero di esser stato d'aiuto.,66.7262,0.5391,0,0,0
E questo è un bene »,E questo è stato un bene.,52.7976,0.6148,0,0,0
"C' è un fatto , semplicemente , geografico",C'è un fatto nuovo.,43.0556,0.8036,0,0,0
Tuttavia la situazione è questa .,La situazione è estremamente complicata,46.0317,0.3,0,0,0
articolo 20 inserire il seguente : « Art,Dopo l'articolo 14 è inserito il seguente : Art,80.1959,0.6406,0,0,0
E così il cerchio si chiude,Così il cerchio è chiuso.,54.3651,0.4574,0,0,0
Potrebbe non essere una buona idea,Non è stata una buona idea.,58.0688,0.7311,0,0,0
"E questo , sì , è davvero un peccato .",Ed è anche un peccato,47.619,0.75,0,0,0
Invece è esattamente il contrario,è vero esattamente il contrario!,60.0794,0.625,0,0,0
Adesso si va al voto,Si può ancora andare al voto.,70.787,0.4827,0,0,0
è questa però un' altra storia .,Ma questa è tutta un'altra storia,37.8175,0.1667,0,0,0
Le risposte possono essere più di una,Le risposte possono essere molteplici.,39.4444,0.3276,0,0,0
"Difatti , è , invece , vero il contrario .",è vero invece esattamente il contrario,73.8095,0.949,0,0,0
Ma ci sono anche delle complicazioni .,Ma ci sono anche altre complicazioni,36.1111,0.0725,0,0,0
Non sono d' accordo per nulla .,Non possiamo essere d'accordo,53.3333,0.1724,0,0,0
ma questo è solo il mio parere .,Ma è solo il mio parere,49.7222,0.7353,0,0,0
"Svolge , quindi , un intervento introduttivo .",Svolge quindi un intervento introduttivo,63.8889,0.8203,0,0,0
Non sarebbe certo la prima volta,"Non è la prima volta, però.",82.5397,0.8294,0,0,0
Questo è uno dei problemi,Questo è un problema complesso.,77.0833,0.7433,0,0,0
Ma il punto resta un altro .,Ma resta un altro punto,44.4444,0.1,0,0,0
"Posto ai voti , l' articolo 5 , è approvato .",Posto ai voti è approvato l'articolo 27,69.7487,0.5659,0,0,0
E questo era solo l' inizio,Ma purtroppo era solo l'inizio.,36.9643,0.1449,0,0,0
l' HTML è : Attivo i BBcode è : Attivo Ciao a tutti !,l'HTML è : Attivo i BBcode è : è : ciao!,41.7262,0.5963,0,0,0
"L' emendamento 4.1 , posto ai voti , è respinto",Posto ai voti è respinto l'emendamento 11. 1.,61.3095,0.5625,0,0,0
Per maggiori informazioni consultare RFC 792,Per maggiori informazioni consultare RFC 700,100.0,0.9977,0,0,0
"La presente legge è dichiarata urgente , ed entra in vigore il giorno successivo a quello della sua pubblicazione nel Bollettino Ufficiale della Regione",La presente legge è dichiarata urgente ed entra in vigore il giorno successivo alla sua pubblicazione sul Bollettino Ufficiale della Regione.,52.6229,0.8361,0,0,0
"Ma il problema sollevato , ormai , è un altro",Il problema è stato un altro.,67.0668,0.8413,0,0,0
"Dov' è il problema , allora ?",E allora il problema dov'è,54.1667,0.0962,0,0,0
Il dado è stato tratto,Ma il dado ormai è tratto.,72.8836,0.7311,0,0,0
"Alla pubblica udienza del 29 ottobre 2004 , il ricorso è stato trattenuto in decisione .",Alla pubblica udienza del 28 ottobre 2003 il ricorso veniva trattenuto in decisione,78.125,0.8376,0,0,0
Ma il mio è solo un altro parere .,Ma è un mio parere personale,48.75,0.2174,0,0,0
"Bene , allora qual è il problema ?",E allora qual è il problema,52.963,0.6464,0,0,0
Ma questa non è l' unica ragione,Ma non è l'unica ragione.,68.0556,0.625,0,0,0
« Non è la prima volta,Non è mica la prima volta.,83.836,0.8413,0,0,0
""" Non capisco la domanda """,Non capisco assolutamente la domanda.,75.6944,0.8067,0,0,0
Ma questa certo non è una novità .,Ma non è questa la novità,53.6111,0.4259,0,0,0
"La domanda , naturalmente , è retorica",La domanda è palesemente retorica.,70.8929,0.625,0,0,0
"Naturalmente , non commenterò queste indiscrezioni .",Non possiamo quindi commentare queste indiscrete,23.5119,0.1961,0,0,0
""" E siamo solo agli inizi",E siamo appena agli inizi.,78.373,0.6615,0,0,0
La questione è tutt' altro che semplice .,Ma la questione è tutt'altra,46.0317,0.4991,0,0,0
Ma questa è comunque un' altra storia .,Ma questa è tutta un'altra storia,48.8095,0.2941,0,0,0
"Ecco , questo , questo è un pò il punto",Ecco qual è il punto.,75.4464,0.6615,0,0,0
"Conformemente al principio dell' annualità del bilancio statale , possono essere ammessi soltanto i progetti che hanno esecuzione totalmente o prevalentemente nel 2005 .","Conformemente al principio dell'annualità del bilancio statale, sono ammessi soltanto i progetti che hanno esecuzione nel 2003",67.1226,0.8054,0,0,0
« Ci fu un generale silenzio .,C'è un silenzio assoluto,78.0952,0.9977,0,0,0
Che non sono esattamente la stessa cosa,Non è affatto la stessa cosa.,75.6944,0.6914,0,0,0
"Dopo l' articolo 20 , inserire il seguente : Art","Dopo l'articolo 20, è inserito il seguente : « Art",71.4397,0.6993,0,0,0
E questo è solo l' inizio .,Ed è solo l'inizio!,34.4444,0.0847,0,0,0
Ma la sostanza essenzialmente non cambia .,Ma la sostanza non è cambiata,76.6667,0.7782,0,0,0
Questo non è un caso .,E non è certamente un caso,38.6111,0.625,0,0,0
