Normal,Simple,SARI,METEOR,ROUGE_F,SPEARMAN_CORRELATION,PEARSON_CORRELATION
Per informazioni telefonare allo 0498010047,Per informazioni telefonare allo 0543971375,66.6667,0.7938,0,0,0
Ma Quale il problema,Ma dov il problema,55.5556,0.3827,0,0,0
I conti insomma non tornano,E allora i conti non tornano,69.0476,0.7353,0,0,0
Cosa puoi dir- ci in proposito,Cosa puoi dir - ci a questo proposito,55.5556,0.4822,0,0,0
Per ulteriori informazioni telefonare al numero verde 800 211537,Per informazioni telefonare al numero 06 68803095,55.9722,0.6127,0,0,0
Personalmente su questo punto sono molto d accordo,d accordo su questo punto,85.5556,0.8441,0,0,0
questo sarebbe un discorso troppo lungo,Questo un altro discorso,100.0,0.9922,0,0,0
Correvano intorno rovesciando i bidoni della spazzatura e azzuffandosi come fanno cani e gatti,correvano intorno ai bidoni e scuro come quelli della spazzatura e invece fecero campeggio e gatti,20.9933,0.5449,0,0,0
Che ha fatto un ottimo lavoro,Dunque hai fatto un ottimo lavoro,70.8333,0.8067,0,0,0
Come si fare questo,Come hai potuto fare,60.8333,0.2041,0,0,0
Sospendo pertanto la seduta che alle 18,Sospendo la seduta che alle 12,79.1667,0.83,0,0,0
Il sito disponibile anche in inglese francese e spagnolo,Il sito disponibile anche in inglese,53.0952,0.8929,0,0,0
Potrebbe essere l inizio della fine,Fu l inizio della fine,66.6667,0.968,0,0,0
No non lo infatti,No non deve essere facile,66.6667,0.6233,0,0,0
era caos e confusione ovunque,Insomma fu una confusione assoluto,31.8056,0.1,0,0,0
Questa infatti la questione,Questa la grande questione,100.0,0.9922,0,0,0
I risultati si sono visti,Ed ora vediamo i risultati,9.7222,0.1,0,0,0
Il giudizio complessivo discreto,Il giudizio complessivo sufficiente,66.6667,0.6009,0,0,0
La ringrazio anticipatamente e porgo cordiali saluti,La ringrazio e le porgo cordiali saluti,84.3915,0.8757,0,0,0
Mi pare buona come cosa,Mi pare una cosa buona,100.0,0.996,0,0,0
Bene ma allora il problema un altro,Il problema qui un altro,50.4167,0.6313,0,0,0
La posta in gioco quindi alta e chiara,La posta in gioco dunque molto alta,66.6667,0.7934,0,0,0
Si passa pertanto all esame degli emendamenti relativi all articolo 13,Si passa all esame degli emendamenti relativi all articolo 55,81.9444,0.8994,0,0,0
Le cose ovviamente non stanno proprio,Ma poi le cose non stanno affatto,88.1944,0.9577,0,0,0
Sussistono tuttavia giusti motivi per disporre l integrale compensazione delle spese di lite tra le parti,Sussistono giusti motivi per disporre la compensazione tra le parti delle spese di lite,62.0975,0.8709,0,0,0
Ma sempre la stessa cosa comunque,Ma sono la stessa cosa,66.6667,0.75,0,0,0
non una buona notizia,Non una bella notizia,11.3095,0.5215,0,0,0
In attesa di una pronta risposta le porgo i miei cordiali saluti,In attesa di una esauriente risposta porgo i migliori saluti,48.7103,0.6181,0,0,0
quasi l alba,quasi l alba,66.6667,0.755,0,0,0
Il primo passo stato fatto,Il primo passo fatto,66.6667,0.7653,0,0,0
Questo un altro problema aperto,Questo un problema filosofico antico,73.3333,0.7182,0,0,0
Arrivar- ci non era facile,Non fu facile,66.6667,0.2564,0,0,0
Spero di essere stata d aiuto ciao,Spero di essere stata di aiuto,56.2963,0.8067,0,0,0
La Sottocommissione approva quindi la proposta del relatore,La Sottocommissione approva quindi la proposta del relatore,100.0,0.999,0,0,0
Naturalmente questo un mio parere,un mio parere naturalmente,43.6508,0.3827,0,0,0
un passo nella giusta direzione anche se tardivo,un passo nella giusta direzione,59.7222,0.892,0,0,0
La viceversa era un altra,Ma la sempre un altra,75.5556,0.9146,0,0,0
Ma in fu esattamente il contrario di,Ma in vero il contrario,74.3651,0.75,0,0,0
La Commissione prosegue l esame rinviato da ultimo nella seduta del 4 maggio 2004,La Commissione prosegue l esame rinviato nella seduta del 4 maggio 2005,68.6052,0.83,0,0,0
Le prospettive della nostra economia intanto sono purtroppo quelle che sono,E le prospettive della nostra economia sono questi,27.2884,0.4168,0,0,0
Nata nel 1843 nel 1897,Nato nel 1218 nel 1282,51.8056,0.2,0,0,0
Preannuncia quindi il proprio voto favorevole sulla proposta di parere del relatore,Preannuncia pertanto il voto contrario alla proposta di parere del relatore,46.8784,0.7081,0,0,0
Ma questa non una,Non una assoluta,100.0,0.9815,0,0,0
E potrebbe non essere l ultima,E non fu neanche l ultima,79.3651,0.949,0,0,0
La ringrazio per le sue care parole,La ringrazio per le sue utilissime parole,35.8225,0.7212,0,0,0
La proposta messa ai voti approvata all,Tale proposta messa ai voti viene approvata all,69.1077,0.8737,0,0,0
Conseguentemente sostituire i commi 1 e 2 con il seguente 1,I commi da 2 a 5 sono sostituiti con i seguenti 2,100.0,0.9997,0,0,0
Quali consigli darebbe ai genitori,Quali sono i tuoi consigli,42.3611,0.0,0,0,0
La situazione non migliora anzi,Purtroppo la situazione non migliora,66.6667,0.7938,0,0,0
Conseguentemente all articolo 5 sostituire il comma 2 con il seguente 2,All articolo 10 il comma 3 sostituito dal seguente 3,75.2426,0.8951,0,0,0
Nella prima area si potrebbe produrre un inventario dell esistente insieme ad una prima grossolana valutazione e classificazione,Nella prima pagina dell articolo si possono trovare un ulteriore elenco dell elenco pertinente,18.6218,0.1582,0,0,0
Potrebbe ma la un altra,Ma la un altra,44.6429,0.6389,0,0,0
Non una buona notizia,Non una bella notizia,11.3095,0.5215,0,0,0
L articolo 11 infine reca la copertura finanziaria,L articolo 3 reca la copertura finanziaria,49.5442,0.7454,0,0,0
Il cicalino a tutto volume e lo spavento provocato dal suo suono fece cadere Ida di schiena,Il cicalino a tutto il collo e lo spinse tantissimo da un terribile rumore di morte,11.2663,0.3756,0,0,0
E soprattutto di chi la colpa,E la colpa chi,50.0,0.2239,0,0,0
Ma chi vuol prendere in giro quello,Ma chi voglio prendere in giro,64.0741,0.7353,0,0,0
La questione rimane allora decisamente aperta,La questione rimane aperta,83.3333,0.8099,0,0,0
Adesso i nodi vengono al pettine,E alcuni nodi vengono al pettine,43.4392,0.6615,0,0,0
Ma questa non una Anzi,Ma non era una,36.1111,0.3226,0,0,0
Questo ancora un sogno,Ma solo un sogno,58.3333,0.2041,0,0,0
Era una gran bella coda,Era una bella coda,21.2963,0.7653,0,0,0
Ed anche questo potrebbe essere solo la punta dell iceberg,E questa solo la punta di un iceberg,41.9312,0.6048,0,0,0
Per ulteriori informazioni telefonare allo 051223120,Per informazioni telefonare allo 0543971375,79.1667,0.7938,0,0,0
Amava svegliarsi presto tutte le mattine per portare a spasso il suo grosso cane Eolo,amavano tutti le mattine per portare a spasso il suo cane Eolo per portare,22.8924,0.6497,0,0,0
La nostra risposta sarebbe stata no,La risposta semplice no,69.4444,0.6389,0,0,0
I lavori dovrebbero terminare nel 2009,I lavori termineranno nel 2011,66.6667,0.5111,0,0,0
Purtroppo questo non possibile,Con il liberale questo non stato possibile,66.6667,0.4189,0,0,0
Si compensano tra le parti costituite le spese di onorario e di giudizio,Compensa tra le parti le spese del giudizio,78.2492,0.6432,0,0,0
Quindi si esprime un giudizio altamente positivo,Si esprime un ottimo giudizio,41.5675,0.2,0,0,0
Non aveva ancora finito quando nonna Magda il suo borsellino,Non aveva ancora finito la sua piccola borsetta Ugolino il suo borseggio,23.5164,0.2717,0,0,0
Questa la mia interpretazione,Questa una mia interpretazione,37.6984,0.6389,0,0,0
La sfida dunque tuttora aperta,La sfida appena aperta,66.6667,0.5215,0,0,0
Purtroppo tutto il mondo paese,Insomma tutto il mondo paese,66.6667,0.7938,0,0,0
Ma cos la,Ma che cos la,56.6667,0.3226,0,0,0
Com la situazione,Com la situazione attuale,55.5556,0.6389,0,0,0
Il problema di fondo un altro ancora,Il problema di fondo un altro ancora,96.485,0.9813,0,0,0
La Commissione approva quindi la proposta di parere favorevole con condizione ed osservazioni del relatore,La Commissione approva la proposta di parere favorevole con condizione e osservazione del relatore,52.9899,0.8552,0,0,0
Dichiara comunque voto favorevole sulla proposta di parere del relatore,Dichiara pertanto il suo voto contrario sulla proposta di parere del relatore,44.3709,0.7636,0,0,0
Le cose naturalmente non stanno,Le cose non stanno esattamente,76.3889,0.5836,0,0,0
Non sono un atleta,Non un grande sport popolare,52.5,0.4573,0,0,0
di cosa si occupa,di che cosa si occupa,100.0,0.996,0,0,0
occhio non vede cuore non duole,Occhio non vede cuore non duole,54.6296,0.8535,0,0,0
Alla pubblica udienza del 18 novembre 2004 il ricorso stato trattenuto in decisione,Alla pubblica udienza del 29 novembre 1999 il ricorso veniva trattenuto per la decisione,83.7963,0.8504,0,0,0
La ringrazio della e la saluto,La ringrazio per la sua e la saluto,100.0,0.999,0,0,0
Il giudizio complessivo buono,Il giudizio complessivo pertanto buono,54.3651,0.5111,0,0,0
Per ulteriori informazioni telefonare allo 051226606,Per informazioni telefonare allo 0543971375,79.1667,0.7938,0,0,0
Non per niente la stessa cosa,Non proprio la stessa cosa,66.6667,0.6356,0,0,0
Neppure l esposta censura essere accolta,L esposizione stata accolta,32.7778,0.102,0,0,0
Sostituire il comma 1 con il seguente 1,Sostituire il comma 3 con il seguente,50.5556,0.2143,0,0,0
Il resto della storia nota,Il resto storia nota,84.4444,0.8099,0,0,0
Il Ministro del tesoro autorizzato ad apportare con propri decreti ove necessario le occorrenti variazioni di bilancio,Il Ministro del tesoro autorizzato ad apportare con propri decreti le occorrenti variazioni di bilancio,100.0,0.9999,0,0,0
La Commissione prosegue la discussione rinviata da ultimo nella seduta del 10 aprile 2003,La Commissione prosegue la discussione rinviata nella seduta del 21 aprile 2004,100.0,0.9997,0,0,0
Questo non un gioco di parole,Ma non essere un gioco di parole,48.5317,0.9308,0,0,0
Questo un grosso problema,Questo un problema delicato,75.0,0.7361,0,0,0
Come potremmo far- ne a meno,Possiamo far - ne a meno,41.5873,0.5773,0,0,0
Dove sono state reperite le risorse necessarie,Come reperire le risorse necessarie,70.8333,0.75,0,0,0
Ecco non c tempo,Il tempo pieno non c,66.6667,0.6233,0,0,0
Gli studenti non frequentanti concorderanno con la docente un programma aggiuntivo,Gli studenti non frequentanti dovranno concordare il programma con il docente,69.9008,0.7231,0,0,0
Vi inoltre un altra questione,Ma la questione un altra,91.1111,0.968,0,0,0
Questo il mio buon proposito,Il mio idea questo,41.6667,0.0862,0,0,0
Questa sarebbe una bella idea,questa un ottima idea,59.7222,0.125,0,0,0
Vediamo come a finire,Voglio vedere come va a finire,50.1984,0.5011,0,0,0
Insomma non un bel momento,Non un gran momento,58.3333,0.2586,0,0,0
ma anche questo sarebbe soltanto un punto di vista,un punto di vista,67.1429,0.6843,0,0,0
e di cosa si tratta,E si tratta di una cosa diversa,69.4444,0.6148,0,0,0
Se il file non esiste creato,Se il file non esiste viene creato,100.0,0.9985,0,0,0
Sussistono motivi tuttavia per compensare tra le parti le spese di giudizio,Sussistono giusti motivi per compensare tra le parti le spese del presente giudizio,47.0098,0.6145,0,0,0
La Commissione prosegue l esame rinviato da ultimo nella seduta del 4 dicembre 2002,La Commissione prosegue l esame rinviato nella seduta del 14 dicembre 2004,82.5,0.9139,0,0,0
Non facciamo niente di male,Non voglio fare del male,70.8995,0.4331,0,0,0
La Commissione prosegue l esame rinviato alla seduta del 19 maggio 1998,La Commissione prosegue l esame rinviato nella seduta del 4 maggio 2005,85.5556,0.9139,0,0,0
Il presente decreto pubblicato nella Gazzetta Ufficiale della Repubblica italiana entra in vigore il giorno successivo alla sua pubblicazione,Il presente decreto pubblicato nella Gazzetta Ufficiale della Repubblica italiana ed in vigore il giorno della sua pubblicazione,58.1566,0.8159,0,0,0
Qualcuno potrebbe invertire la rotta,Difficile invertire la rotta,66.6667,0.6009,0,0,0
La Commissione prosegue l esame congiunto rinviato nella seduta del 18 settembre 2002,La Commissione prosegue l esame rinviato nella seduta del 16 settembre 1998,82.5,0.9139,0,0,0
Le cose non stanno,Le cose non stanno,48.3333,0.7653,0,0,0
La gente non riusciva a prendersi cura degli animali erano troppo piccoli,La gente non riusciva a prendere cura degli animali ma erano troppo piccoli,32.7976,0.73,0,0,0
Non una buona idea,Non una buona idea,53.8889,0.4934,0,0,0
Effy amava fare scherzetti a tutti ma oggi ha detto a stessa che doveva concentrarsi sul canto se voleva vincere la gara dei talenti del paese,Effy amava fare dei sporttti a tutti ma era attento e voleva sapere a tutti che,16.5221,0.2873,0,0,0
Allora non c problema,Non c nessun problema,100.0,0.9922,0,0,0
Non sarebbe la prima volta,E non stata mica la prima volta,66.6667,0.7212,0,0,0
La ringrazio anticipatamente per la sua cortese e cordialmente la saluto,La ringrazio per la sua cortese e la saluto,62.0173,0.8541,0,0,0
Non si tornare indietro,Ormai non tornare indietro,66.6667,0.6389,0,0,0
E questa solo la punta di un iceberg,Ma solo la punta di un iceberg,48.0952,0.5357,0,0,0
In tali casi deve essere fornita una giustificazione verificabile,In tale caso deve essere fornita una giustificazione verificabile,100.0,0.9993,0,0,0
Ma ne davvero la pena,Deve valer - ne veramente la pena,38.0952,0.3606,0,0,0
Niente non un problema,Non un suo problema personale,66.6667,0.6233,0,0,0
L emendamento 4.1 posto ai voti respinto,Posto ai voti respinto l emendamento 30. 1,77.7778,0.8314,0,0,0
Anzi siamo appena agli inizi,E siamo appena agli inizi,52.6984,0.7182,0,0,0
Per ulteriori informazioni si veda,Per informazioni vedi al allegato,44.7222,0.5111,0,0,0
All udienza del 14 dicembre 2004 la causa stata trattenuta in decisione,Alla pubblica udienza del 20 dicembre 2001 la causa stata trattenuta a decisione,47.334,0.633,0,0,0
Poi sappiamo come andata a finire,Volete sapere come andata a finire,83.3333,0.83,0,0,0
Sono molto d accordo su questo,Possiamo essere d accordo su questo,39.5833,0.5011,0,0,0
Ma questa una colossale sciocchezza,Ma questa una colossale sciocchezza,49.3056,0.7182,0,0,0
La Commissione prosegue l esame del disegno di legge rinviato nella seduta dell 8 febbraio scorso,La Commissione prosegue l esame del disegno di legge rinviato nella seduta del 7 febbraio,75.0,0.932,0,0,0
Chi poteva essere a quell ora,Chi poteva essere a Quell ora,100.0,0.9977,0,0,0
"La seduta tolta ore 13,30","La seduta tolta alle ore 19, 30",68.0026,0.8032,0,0,0
E i soldi da dove venivano,Da dove vengono questi soldi,69.504,0.75,0,0,0
