Normal,Simple,SARI,METEOR,ROUGE_F,SPEARMAN_CORRELATION,PEARSON_CORRELATION
"Invece di arrivare giù fino alla vita, i capelli di Clara ora arrivavano solamente fino alle spalle!","Ida, e la sua mamma, e si era svegliata in fretta.",11.3109,0.027,0,0,0
— Pinocchio! rendimi subito la mia parrucca!,Ma non non ho più bisogno di una bocca.,18.1994,0.0424,0,0,0
ma è un vero tiranno coi ragazzi!,Ma non era un cattivo cattivo e non era cattivo cattivo cattivo buono buono buono cattivo cattivo.,49.4981,0.119,0,0,0
"Per capire quale fosse la direzione del vento, Mauro lanciò in aria una manciata di foglie secche e osservò dove volavano.",Poi si mise a ridere e si mise un ’ ’ idea di un ’ idea.,17.7543,0.0532,0,0,0
"Ernesta Sparalesta l’esploratrice, durante uno dei suoi numerosi viaggi, era partita in missione nello spazio sulla sua bicicletta di legno trasformata in un razzo superveloce.","La sua sua amica, la sua amica amica, era molto molto felice di vedere la sua nuova nuova amica amica e la sua sua nuova amica",9.3038,0.1287,0,0,0
"Finalmente, pensò!",Ma non aveva pensato pensato a non non non aveva mai pensato!,3.3333,0.102,0,0,0
Tu chi sei?”,Ma non è un bambino???!!!,2.7778,0.0893,0,0,0
Emanuele poté solo restare a guardare a bocca aperta!,"La sua sua amica, ma non aveva fatto a male.",16.5675,0.0538,0,0,0
"Ecco cos’era, la loro scoperta proprio lì sullo schermo.",Ma non era così così tanto tanto tanto.,22.4306,0.0505,0,0,0
"Sul razzo, viaggiavano lei e la cagnolina Chiazza.","La Mamma, e la mamma si mise a giocare a calcio a calcio e le sue amiche.",6.4286,0.1835,0,0,0
"Ernesta prese una corda, si arrampicò fino alla cima del campanile, e finalmente recuperò il cappello.","La sua mano, e si avvicinò verso la sua mano e le fece una lunga lunga lunga coda.",26.6077,0.1156,0,0,0
"il dogado corrispondente all'italiano ""ducato""ndiare.",il comune di sanvannivannivanni in via di caiff ; ;,17.5959,0.0503,0,0,0
  dal 406. i visigoti si stanziarono poi in gallia meridionale e in spagna,"la prima generazione di cagna, e la sua prima generazione, e il terzo terzo quarto quarto e e il quarto quarto quarto secolo.",8.9967,0.0658,0,0,0
Bussò allora al suo vicino Gino.,Ernesta e Luisa si misero a cercare di un amico.,12.2543,0.099,0,0,0
cassinetta di lugagnano (casin&#xe9;ta o casin&#xe9;ta da l&#xfc;gagnà;n nella variante locale del dialetto milanese) è un comune di 1.883  ,"l'uomo è un un po po di di cagnagna, un po'di ca ; ; l'italia ;",9.0988,0.1026,0,0,0
"Quindi, gli uomini dovettero parcheggiare fuori sulla strada trafficata e trasportare gli scatoloni fino a casa con un carrello.","I bambini cominciarono a correre a correre e correre, e poi, arrivarono a casa, e la mamma, e si misero a correre.",10.9844,0.0855,0,0,0
"Lisa scodinzolava con entusiasmo, ma la passeggiata non ci sarebbe stata quel giorno.",La sua mamma non aveva mai visto visto il bambino.,40.2646,0.2877,0,0,0
"Dopo che la cagna la urtò facendola cadere, Sofia si ritrovò per terra, impotente, con la cagna che le leccava il viso appoggiandole la zampina sul petto.","La ragazza si mise a ridere e si mise in bocca a ridere, e si guardò verso la sua bocca, e la sua mano,",3.0702,0.1144,0,0,0
"La febbre causata dalla varicella era sparita, ma Sofia si sentiva debole e alcuni dei suoi puntini rossi le prudevano ancora.","Ida si era svegliata con la faccia, e poi si era era svegliata svegliata.",9.0744,0.1402,0,0,0
La signora Perticoni continuava a restare in piedi per sequestrare caramelle e per dire ai bambini di stare zitti.,"Ida, e la mamma, disse che che era un gatto, che aveva sempre portato la pappa.",16.5676,0.0785,0,0,0
Ida non si era mai sentita così tanto sollevata in vita sua.,Ma non era tanto tanto bella.,3.9216,0.1613,0,0,0
"trattasi, in particolare, dei casi in cui il bambino iscritto al nido deve assentarsi per recarsi all'estero con parte del nucleo familiare per permettere il completamento di pratiche di ricongiungimento e/o di riconoscimento;","il bambino è stato in grado di essere essere in grado grado di di essere in stato di gravidanza, di essere stato in stato in gravidanza",4.4018,0.1111,0,0,0
 to di strategia era motivato dal timore di rivolgimenti politici violenti a parigi come conseguenza di una ipotetica sconfitta sul campo dell'imperatore..,"la sua sua nuova nuova casa, e la sua nuova casa di legno.",5.1785,0.0235,0,0,0
"i bambini in situazioni di handicap riconosciuto sono assegnati in via prioritaria, temporaneamente anche in soprannumero.","la domanda di ammissione al nido nido, per i bambini che frequentanono la scuola di nido.",12.9992,0.1846,0,0,0
Che stupido!,Ma non era un cattivo cattivo!,20.8333,0.1471,0,0,0
"Un po’ intimorita, decise di fermarsi.","Ernesta, e si avvicinò a guardare.",27.2619,0.1875,0,0,0
"ligabue è un celebre pittore italiano, considerato il massimo esponente dell'arte naif;","il paese del paese, il paese è un comune di 28...",4.8942,0.2133,0,0,0
 Le onde urtavano contro le gambe dell’uomo mentre la vela della barca si gonfiava col vento.,"La gente stava lentamente lentamente verso la sua testa, e si avvicinò verso la testa, le braccia e le braccia.",9.1567,0.1289,0,0,0
"piano urbanistico provinciale (con particolare riferimento alla carta del paesaggio, alla carta delle tutele paesistiche, alle reti ecologiche e ambientali), piano della comunità;, prg (con particolare riferimento alle prescrizioni di piano relative agli insediamenti storici, ai nuclei storici sparsi, al patrimonio edilizio montano e in generale alle prescrizioni e raccomandazioni di rilievo sotto il profilo paesaggistico) eventuali piani attuativi, presenza di vincoli particolari (beni ambientali, beni culturali, invarianti, ecc.).","il progetto di fattibilità, e la realizzazione del progetto di progettazione e grafica grafica, e grafica, con la grafica grafica e grafica.",2.9442,0.0733,0,0,0
Il dio Magbabaya pensò di scendere sulla Terra e di popolarla.,"La sua sua amica, e la sua amica amica, che aveva sempre fatto di tutto.",19.641,0.117,0,0,0
"Tuttavia, lo mostrò agli altri e Benedetto si entusiasmò per la scoperta, ma Sofia e Margherita dissero che somigliava a una popò di cane.","Ida, e la mamma si mise a ridere e disse che che era un ’ idea.",11.0922,0.1587,0,0,0
" ità; di regista di centrocampo, dichiara  centrocampista titolare della squadra. durante la stagione 2006-2007 il suo contributo in quel ruolo è considerevole ed il suo apporto a. nell'aprile 2008, con la squadra nett ","il primo anno di scuola, il primo mese di settembre, e il primo giorno di settembre ; il primo settembre di settembre.",9.2121,0.1073,0,0,0
Questo era soltanto il primo giorno di visita di nonna Magda.,La mamma era molto felice di vedere la mamma.,3.3333,0.1271,0,0,0
"all'atto della domanda, il genitore dichiara la propria disponibilità; o indisponibilità; ad essere contattato per l'accettazione di posti eventualmente rimasti liberi, in qualsiasi nido del territorio comunale, dopo le assegnazioni sulla graduatoria annuale.","la domanda di ammissione al ruolo, l'ammissione al nido, per la domanda, per il servizio di nido, nido.",7.2713,0.1436,0,0,0
"Nel paese di “pì”, c’era soltanto un misero laghetto senza neanche un pesce.",Il ragazzo era un ragazzo di un anno.,18.1228,0.1389,0,0,0
"“Sei fortunata”, disse ad Effy la donna al banchetto, “Sei l’ultima concorrente per oggi. Le iscrizioni stanno per chiudersi.”","La Mamma, disse che che era un ’ ’ idea di volare, ma non era più stata in grado di volare.",9.251,0.1545,0,0,0
calvignasco (calvignà;sc nella variante locale del dialetto milanese) è un comune di 1.029  ,è un comune di 4.. 8499.,25.8503,0.2775,0,0,0
Disse a Aidan che era un ragazzo gentile e premuroso perché aveva fatto la cosa giusta a liberare i cuccioli.,"Ida e Clara erano molto felici felici e felici felici felici, perché erano felici felici che erano felici contenti e felici di vedere la mamma",14.9708,0.0893,0,0,0
" capo di stato estero, per l'attentato a papa giovanni paolo ii: si trattó; dell'ultima ","il primo anno di primo anno, il primo mese di settembre, e il primo settembre settembre, il mese di ottobre, e nel settembre",7.4967,0.0585,0,0,0
"A causa del comportamento di Margherita, Benedetto non era troppo contento dell’organizzazione del gruppo.","La sua sua amica, non aveva mai visto nessuno nessuno.",20.0984,0.061,0,0,0
"A Margherita piacevano molto i dolci, e portava con sé un bel sacchetto di caramelle di gelatina di frutta rosa e blu.","Ida, e i bambini erano molto felici e dolci, e dolci dolci e dolci e le torte di cioccolato.",14.73,0.1818,0,0,0
"Il giorno dopo modellò altre statue, le mise all’ombra di un albero e se ne andò di nuovo a caccia.","La sua sua amica, e si mise a ridere e poi si mise in bocca a ridere a ridere.",24.5487,0.0913,0,0,0
"Lo sforzo terribile, però, alla fine lo uccise.",Ma non era più stata.,11.6319,0.0476,0,0,0
"Mauro mise tutte le sue calcolatrici, i suoi righelli e molti altri strumenti in un grande borsa.",I bambini si erano fatti i capelli.,3.6309,0.0588,0,0,0
"Allora i topi, capendo che sarebbero stati uccisi tutti, si nascosero nelle strette fessure dei muri, così che il gatto non poté più raggiungerli.","I bambini si stavano avvicinando avvicinando lentamente lentamente, e poi si misero verso il cielo, e si avvicinò verso il mare.",29.1097,0.1921,0,0,0
Aidan si spaventò e lui e la cagna marrone non smisero di correre finché non raggiunsero la pasticceria.,"Ida e Luisa presero il cappello e le mani, ma non si stavano muovendo.",18.8523,0.1531,0,0,0
" r league, per 11 milioni di euro. il 30 e fa il suo esordio con la maglia degli hammers nel terzo turno preliminare di europa league contro i rumeni dell'astra giurgiu, ren ","il primo mese di settembre, il primo settembre di settembre e il primo ottobre di settembre.",13.233,0.1023,0,0,0
"Stava correndo più che poteva, ma non correva molto spesso e non si era mai fermato da quando si era allontanato dalla sua tenda.","Quando era un po ’ strano, ma non era tanto tanto tanto strano.",5.4366,0.1926,0,0,0
Gli ebrei debbono portare la stella giudaica.,"I bambini, non avevano mai mai pensato a loro loro.",15.9325,0.0775,0,0,0
"castiglione delle stiviere (casti&#xf9; nel dialetto locale appartenente al bresciano, castiglion in dialetto mantovano), è un ",il paese è un comune di 4... 1.. 4. 1 1. 1 2. 1,12.2066,0.0901,0,0,0
il calcolo della tariffa puó; subire modifiche in caso di rettifica di dati già; presentati ed inseriti nel sistema per ravvedimento operoso o a seguito di controllo.,"la domanda di ammissione al servizio di domanda per la domanda, per la presentazione di domanda di domanda, entro i termini di presentazione di ammissione.",5.5003,0.0839,0,0,0
Prese la bottiglia di Traspasucco e senza leggere l’etichetta ne bevve il contenuto tutto d’un fiato.,Il ragazzo aveva visto un ’ ’ idea di un ’ idea.,19.5085,0.1014,0,0,0
"  casello autostradale bolzano sud, sorge il nuovo quartier generale della nota a   in abbigliamento sportivo da montagna. a torre oltre agli uffici amministrativi  un grande magazzino, un r&amp;d, un asilo aziendale, una caffetteria. inoltre  una palestra da arrampicata interna, questa sarà; la pi&#xf9; grande d'europa. l'eccezionale sito di progetto, ","il paese di ca cagna, il paese del paese è un comune di 4...",6.9301,0.0323,0,0,0
" esposte e discusse le premesse teoriche , una personale selezione di testi dalle differenti raccolte del pascoli, a ","la prima prima serie di serie, e le altre opere di pregio, le quali sono state realizzate per le opere di arte.",9.4839,0.1121,0,0,0
"Tutti provarono a rallegrare la Mamma in ogni modo, ma non servì a nulla.","Ida, e non non riusciva a fare la bella cosa.",3.9683,0.1603,0,0,0
 quista della crimea,"la città di di di cagna, e la città della città di bergamasca.",20.8333,0.119,0,0,0
"Ugolino, colpito da questa storia, pensò che la pigrizia dei cittadini aveva provocato grossi guai in quel paese!",Ma non era un problema di quello che era il problema di tutti i giorni.,20.97,0.0592,0,0,0
Ma c’era anche qualcos’altro!,Ma era così tanto tanto tanto.,2.7778,0.1136,0,0,0
"All’improvviso l’autobus si fermò, perché qualcosa bloccava la strada davanti a loro.",La gente stava passando.,2.0833,0.0599,0,0,0
"Verso sera le statue erano asciutte e di un bel colore bruno, uguale a quello della pelle del dio.",Il ragazzo aveva visto un ’ ’ idea di un un ’ idea.,11.4754,0.0811,0,0,0
"eurasia è il termine con cui per convenzione si definisce, in linea generale, la zona geografica comprendente l'eur ",il paese è un comune di 3.. 000... il paese di lingua è un paese di 28..,24.8466,0.042,0,0,0
" i moti di milano, ad opera del generale fiorenzo bava beccaris, cui umberto i aveva confe ","il primo anno di di di cagna, e il primo mese di di vita, e la sua sua nuova compagna, e l'uomo",7.8604,0.0843,0,0,0
"Come tutte le mattine, Ernesta Sparalesta stava ascoltando il notiziario radio, quando una delle notizie la colpì particolarmente.","La sua mamma, era stata molto sorpresa sorpresa sorpresa di vedere la sua mamma.",50.9722,0.0373,0,0,0
Luisa stava giusto accarezzando un gatto nero che le girava intorno alle caviglie quando vide un uomo accanto al camion del trasloco.,Ida e la mamma si stavano avvicinando avvicinando verso la porta.,4.7362,0.0219,0,0,0
"Era l'ultima sera della vacanza in campeggio, perciò Ida, suo fratello Simo, Aidan e Effy decisero di dormire tutti insieme nella stessa tenda.","Ida e Luisa e Luisa Luisa, Luisa e Clara, Luisa, Clara, Clara e Clara Clara, e Clara e Luisa, e Luisa",6.4062,0.0926,0,0,0
" imanere in prima divisione, disputare un interdivisionale contro i concittadini dello sport club italia, secondi classificati n seconda divisione, da giocarsi dopo la finalissima o dell'11 e 18 giugno 1922.","la città di di di e di di costruzione di costruzione, e la città della città di e e di la città, di di nuovo",11.0894,0.0646,0,0,0
"Sofia di solito non aveva paura dei cani, ma Susanna la spaventò, e subito Sofia si mise a urlare chiedendo aiuto.",La Mamma si mise a ridere e si mise da ridere e ridere di ridere.,19.8849,0.2128,0,0,0
Simo guardò disgustato mentre lei si chinava e si infilava in bocca una manciata di escrementi di cervo.,"Il gattotto si avvicinò verso la bocca e le fece un sorriso verso il naso, e le mani e le le mani, e il",6.8955,0.0728,0,0,0
"livigno (liv&#xec;gn in lingua lombarda, versione livingnasca, luwin in tedesco desueto) è un comune  ",il paese è un comune di 4... 1.. 2.. 4. 1 1.,16.1772,0.1495,0,0,0
Era popò fossilizzata di un capodoglio e valeva molto denaro.,Il ragazzo era un ragazzo di grande grande e grande bocca.,20.3241,0.1515,0,0,0
"purch&#xe9; l'utente sia in regola con i pagamenti della retta, sulla base di specifica istruttoria svolta dal servizio servizi all'infanzia, istruzione e sport.","l'utente è un un operatore di base, che non è è un operatore, ma non è un comune di età ;",13.019,0.1128,0,0,0
" età; rurale di san mauro pascoli, prima s.","la città di di di cai ; ; la città, di di grande dimensione ; e la città ; di di 4..",11.5542,0.1333,0,0,0
 o di s&#xe9; odore di zolfo.,il suo nome è un un'' espressione di un'espressione ; ; il nome di un comune comune ;,3.5714,0.1271,0,0,0
"Sull'asteroide c'era soltanto un cagnolino nero a puntini bianchi, simile a un batuffolo nero.","Il ragazzo era un po ’ di strano strano strano, e si era messo un po po ’ ’ di un po'di di sabbia.",20.232,0.08,0,0,0
"i servizi aggiuntivi, anticipo e posticipo di orario e servizio di nido il sabato mattina o pomeriggio, vengono attivati per l'intero anno educativo qualora richiesti dai genitori di almeno 5 bambini.","il servizio di base, il servizio è reso reso dal comune di residenza.",5.7709,0.0909,0,0,0
Ernesta era molto orgogliosa di quello che aveva fatto!,Ma non aveva mai pensato a Luisa.,1.5152,0.051,0,0,0
"Quel giorno aveva fatto la più grande delle sue scoperte: anche nei posti più lontani e nascosti, anche tra le stelle, si possono trovare i propri simili.","I bambini, non avevano mai mai visto nessuno nessuno, ma non erano stati mai mai mai stati in vita.",24.7989,0.0566,0,0,0
Non riusciva quasi a credere che avesse tanta 'roba'.,Ma non era così tanto tanto tanto.,2.7778,0.0935,0,0,0
" con i limiti e le abilità; dettate dalla dadi, schede ed uneventuale mappa le uniche cose fisiche presenti sul tavo  olo seguono lo schema fissato dal primo  pubblicato, dungeons &amp; dragons. io come un piccolo ritrovo sociale. uno d  pg). questa ambientazione include sfide che i personaggi devono superare mediant   i dettagli completi dell'ambientazione ono tenuti segreti, ma la descrizione ge   suo posto nell'ambientazione del gioco. elencate le varie informazioni  al master e agli altri  per comprendere e conoscere quel determinato personaggio. oltre alla storia, ai dati numerici, e  o della scheda, possono essere inseriti equipaggiament lo stato di saluteapprti a una gilda o ad una corporazione i punti esperienza accumulati ecc.","i bambini e i bambini, non sono in grado di comunicare comunicare con i bambini.",8.3091,0.0277,0,0,0
"con la locuzione storia dell'alto adige si indicano le vicende storiche inerenti il territorio della provincia di bolzano, in italia.","la città di di bari, è un comune di di cagliari, è una città di caii, di di pianura.",5.1101,0.0806,0,0,0
Ogni due settimane il signor Koophuis mi porta qualche libro.,Il ragazzo era un ragazzo che aveva mai visto visto un bel ragazzo.,2.5641,0.0885,0,0,0
"Poi, un altro cane atterrò nel caminetto della zia Anna con un grande gatto persiano bianco proprio sopra di lui.",Il ragazzo aveva visto un bel ragazzo di un bel bel ragazzo ragazzo.,14.7986,0.087,0,0,0
" ece parte del napoleonico regno d'italia) e l'impero , poi la città; venne stabilmente incorpo  ti austriaci nel 1880 si contavano 1960 taliani su 3129 abitanti, che negli anni  tuito da quello ""unionista"" croato (gli taliani erano solo 171 nel censimento de  l'italia e la regione controllata dagli ugoslavi, ad organizzare una spedizione   politica, enormemente preoccupato per quo gli poteva capitare all'allontanarsi degli taliani, insistette perch&#xe9; le truppe ita  to quello che potesse occorrergli dagli taliani di tra&#xf9;. frattanto, disordinatam  lli che scamparono all'arresto fuggendo n dalmazia a.","l'unione di un comune di trento, e l'' unione e di paesi di paesi e di di paesi.",7.4472,0.0326,0,0,0
Effy prese il microfono e cominciò a cantare.,Poi si mise a ridere e si mise per ridere e poi si mise fuori a ridere.,4.1667,0.1515,0,0,0
Ci teneva davvero a vincere la gara – più di tutto – più che mai.,"Ma non era più tanto tanto tanto, perché non era tanto tanto.",1.8519,0.0633,0,0,0
"- inviato tramite fax, posta elettronica o posta elettronica certificata o consegnato da altri, con allegata la fotocopia del documento di identità; in corso di validità; di chi sottoscrive la domanda.","il servizio di base, è un servizio di segreteria, è in grado di essere essere in grado grado di far domanda domanda di ammissione.",8.6645,0.0952,0,0,0
"Quando guardavo fuori (dalla finestra), immergendomi nella profondità di Dio e della natura, mi sentivo felice.","I bambini erano molto felici felici e felici felici, e tutti i bambini erano felici felici felici.",48.141,0.1744,0,0,0
"A tale evoluzione del clima, la fauna delle regioni temperate reagì variamente.","La sua sua nuova nuova vita, e la sua nuova vita era una lunga lunga lunga e lunga lunga, e il mondo era un po po",47.2756,0.0,0,0,0
 iciali da parte delle chiese evangeliche. leggi che annientarono la democrazia: l'ordinanza ,"la prima generazione di cai, e la sua storia, e e la storia della storia della nazione.",13.8556,0.0685,0,0,0
Era entusiasta di passare una notte con i suoi amici durante la settimana!,I bambini si misero a giocare a giocare.,23.0229,0.0278,0,0,0
lacchiarella (laciarèla nella variante locale del dialetto milanese) è un comune di circa  ,( ( ( è un comune di 4.99 ; ; è un dialetto milanese ) è un italiano di dialetto milanese milanese ),48.039,0.4509,0,0,0
"Intanto comparivano anche nuovi animali di media taglia: maiali, pecore, capre, asini, galline.","I bambini, i bambini e i bambini, si erano dati i bambini.",23.6833,0.1064,0,0,0
"Stranamente, stava zitto.",Ma non era un ragno.,31.8056,0.0725,0,0,0
 er un bombardiere strategico supersonico sarebbe stato in grado di raggiungere m  are il programma dopo soli due prototipi il primo è attualmente esposto in un museo dell'aviazione a dayton (ohio).,"il suo suo amico di nome, il suo amico, il ragazzo di nome di nome e il suo nome di un nome di fantasia",6.6217,0.0655,0,0,0
"in corso d'anno educativo, sulla base dei posti disponibili, potranno essere accolte nuove domande per servizi aggiuntivi già; attivati.",la domanda di ammissione al nido.,5.561,0.0244,0,0,0
Le gelatine di Margherita cadevano per terra ogni due passi che faceva.,Poi si mise a ridere e si mise una mano per le dita di un braccio.,3.9216,0.1493,0,0,0
" lo, il suo territorio fu spartito dalla politica della dinastia salica fra i principi vescovi d ","la città di di di e di di città di alta e e di pianura, di pianura e pianura, con la pianura pianura.",8.8442,0.0311,0,0,0
"Al proprietario del banchetto piaceva la Vecchia Volpina, ma doveva venderla perché a sua moglie non era mai piaciuta.","La sua mamma, ma non aveva mai fatto la sua mamma.",13.5831,0.2273,0,0,0
"Poi Emanuele, Luisa e Clara ebbero il permesso di fare le corse dentro il tendone, respirando l’odore penetrante di chiuso della tenda calda mescolato con quello dell’erba tagliata da poco.","Ida e Clara, e Clara Clara, Clara, il giorno, e la Mamma, Clara e Clara e Luisa, Clara Clara Clara e",33.5006,0.144,0,0,0
"Nel frattempo, Ernesta e Antonio il pescivendolo sistemarono in fondo alla via una grande cella frigorifero , così le nuvolette potevano rinfrescarsi lì quando faceva troppo caldo.","Ida e Clara, e Clara e Clara Clara, Clara, presero la loro loro nuova casa, e la tenda, e il sole",15.2376,0.0656,0,0,0
"Benedetto era uno spirito estremamente competitivo e amava gareggiare con la sorella, sfidandola a chi arrivava per primo alle fermate dell’autobus, al supermercato, a casa e al parco.","Il ragazzo era molto molto felice di vedere la sua sua nuova nuova amica amica, e la sua nuova amica, che era molto felice.",16.3599,0.1642,0,0,0
" compagnate da un alto tasso di umidità;. el ta pianura padana, già; in parte presente oltre le colline a sud della convalle in alcune occasioni. la neve è  frequente, pur discontinua a seconda de  ori di nevosità; media annua che salgono procedendo dalla convalle (circa 20/30&#xa0;cm annui) verso i quartieri periferici  40/50&#xa0;cm annui. le ultime grandi nevicate risalgono al  e 2009, al 2 febbraio e 6-7 gennaio 2009 al 2628 gennaio 2006 rimasta al suolo a lungolle bassissime temperature registrate con valori massimi sotto lo zero anche in centro per quasi una settimana. l'estate è relativamente calda, per quanto il periodo di massima gradaz  cata tendenza a fenomeni temporaleschi.","la città di alta media media e la città, la città è grande e grande, con la sua città di pianura.",13.0606,0.0672,0,0,0
" o apolide, era ai margini della società; guadagn da vivere compiendo ritratti, che firma  e planchon dopo la luna di miele poich&#xe9;  conto di essere incinta dell'artista christo, il quale frequentava  sorella, joyce. l'11 maggio 1960 nasce   o in maniera diretta quanto effimera su degli edifici, monumenti o paesaggi interi.","la città di di di e di di vivere, in città, e di città, di città.",6.9141,0.0883,0,0,0
se ció; non fosse possibile la rinuncia all'ammissione non comporta la cancellazione dalla graduatoria per il nido assegnato.,la domanda di ammissione al nido nido nido ; ; il nido nido è stato aperto.,11.3523,0.1523,0,0,0
La festa ebbe un enorme successo.,La città era piena di gente.,3.7037,0.1429,0,0,0
Sandro era un ragazzo disinvolto con occhi di un marrone caldo e occhiali da vista dello stesso colore.,Il ragazzo era un ragazzo di grande grande grande cappello.,6.0648,0.1374,0,0,0
"Solo un piccolo sentiero, a volte interrotto, sembrava condurre al paesino.",Il sole era un grosso grosso grosso pezzo di di terra.,62.1817,0.0962,0,0,0
Ma non era una qualunque popò come quella che trovi per strada.,Ma non era un gran gran granchio di quello che era un ragno ragno.,8.3995,0.2818,0,0,0
Fuori era più scuro di quanto avessero immaginato.,Ma era così tanto tanto tanto.,54.4345,0.1923,0,0,0
"La favola insegna che gli uomini prudenti, quando hanno fatto esperienza della malvagità di alcuni, non si lasciano più ingannare dalle loro finzioni.","I bambini non avevano mai mai pensato a loro loro, ma non erano stati mai mai mai stati stati in grado di comunicare comunicare.",9.9824,0.0962,0,0,0
"  provera, con il management di pirelli, è riuscito a concludere la vendita di oti, società; del gruppo che produceva componenti ottici modulari ","la sua sua nuova nuova casa, e la sua nuova casa di legno, e il suo suo nuovo nuovo corpo di legno.",13.6391,0.12,0,0,0
"Così il sindaco aveva stabilito che nei giorni pari non si uscisse in macchina, neppure per andare a scuola o al lavoro.","Il giorno prima della scuola, il giorno prima prima della mattina, il mattino dopo, il pomeriggio, il sabato, non si poteva fare.",16.4622,0.1685,0,0,0
"in particolare, andranno rilevati e descritti tutti gli elementi di criticità; paesaggistica, insiti nel progetto, e andranno messi in relazione a quanto è stato operato, per eliminare o mitigare tali criticità; (impatti), garantendo cos&#xec; un migliore inserimento paesaggistico dell'intervento.","i calcoli, i calcoli e i calcoli calcoli, devono essere essere eseguiti, in ogni caso di calcolo, per i calcoli di calcolo.",4.3802,0.0893,0,0,0
"Dopo aver preso piccone, corda e ganci, si diresse verso la montagna.","Ida e la sua sua amica, e si mise a sedere sulla sua sedia, e poi si mise sulla sedia.",13.077,0.1678,0,0,0
"il festival lirico areniano, conosciuto anche come arena di verona   operistica tenuta durante i mesi estivi ria",il paese è un comune di 28... abitanti di 1.. 000 abitanti..,4.5085,0.056,0,0,0
