Normal,Simple,SARI,METEOR,ROUGE_F,SPEARMAN_CORRELATION,PEARSON_CORRELATION
Si compensano tra le parti costituite le spese di onorario e di giudizio,Compensa le spese di giudizio tra le parti,61.048,0.632,0,0,0
Quindi si esprime un giudizio altamente positivo,Esprimo pertanto un giudizio positivo,100.0,0.996,0,0,0
Non aveva ancora finito quando nonna Magda il suo borsellino,Non aveva mai mangiato il dolce,20.9821,0.0379,0,0,0
Questa la mia interpretazione,Questa la mia interpretazione,62.2222,0.9375,0,0,0
La sfida dunque tuttora aperta,La sfida ancora aperta,91.1111,0.8099,0,0,0
Purtroppo tutto il mondo paese,Tutto il mondo un altro mondo,36.0317,0.5011,0,0,0
Ma cos la,Ma allora qual la,66.6667,0.3226,0,0,0
Com la situazione,Com la situazione attuale,55.5556,0.6389,0,0,0
Il problema di fondo un altro ancora,Il problema di fondo un altro,100.0,0.9977,0,0,0
La Commissione approva quindi la proposta di parere favorevole con condizione ed osservazioni del relatore,La Commissione approva la proposta di parere favorevole con una osservazione del relatore,48.2908,0.789,0,0,0
Dichiara comunque voto favorevole sulla proposta di parere del relatore,Dichiara infine il proprio voto contrario sulla proposta di parere del relatore,44.3709,0.7636,0,0,0
Le cose naturalmente non stanno,Le cose non stanno proprio,76.3889,0.5836,0,0,0
Non sono un atleta,Non sono un ragazzino,30.5556,0.25,0,0,0
di cosa si occupa,Di che cosa si occupa esattamente,92.2222,0.9765,0,0,0
occhio non vede cuore non duole,Non vede cuore non duole,25.4924,0.7118,0,0,0
Alla pubblica udienza del 18 novembre 2004 il ricorso stato trattenuto in decisione,Alla pubblica udienza del 29 novembre 2003 il ricorso veniva trattenuto per la decisione,90.6481,0.9269,0,0,0
La ringrazio della e la saluto,La ringrazio e la saluto,66.6667,0.5792,0,0,0
Il giudizio complessivo buono,Il giudizio complessivo buono,44.6429,0.5215,0,0,0
Per ulteriori informazioni telefonare allo 051226606,Per informazioni telefonare allo 0543480706,79.1667,0.7938,0,0,0
Non per niente la stessa cosa,Non proprio la stessa cosa,66.6667,0.6356,0,0,0
Neppure l esposta censura essere accolta,L eccezione deve essere accolta,42.2619,0.375,0,0,0
Sostituire il comma 1 con il seguente 1,Sostituire il comma 3 con il seguente,50.5556,0.2143,0,0,0
Il resto della storia nota,Il resto della storia recente,26.25,0.5111,0,0,0
Il Ministro del tesoro autorizzato ad apportare con propri decreti ove necessario le occorrenti variazioni di bilancio,Il Ministro per il tesoro autorizzato ad apportare con propri decreti le occorrenti variazioni di bilancio,62.3949,0.9226,0,0,0
La Commissione prosegue la discussione rinviata da ultimo nella seduta del 10 aprile 2003,La Commissione prosegue l esame rinviato nella seduta del 25 aprile 2005,39.8967,0.5289,0,0,0
Questo non un gioco di parole,Non un gioco di parole,100.0,0.996,0,0,0
Questo un grosso problema,Questo un grosso problema,44.6429,0.6389,0,0,0
Come potremmo far- ne a meno,Ma fare di meno,19.7222,0.102,0,0,0
Dove sono state reperite le risorse necessarie,Dove sono reperite le risorse necessarie,50.0,0.5773,0,0,0
Ecco non c tempo,Non c stato tempo,66.6667,0.6389,0,0,0
Gli studenti non frequentanti concorderanno con la docente un programma aggiuntivo,Gli studenti non frequentanti non frequentano la didattica concordata con il docente,63.7996,0.5289,0,0,0
Vi inoltre un altra questione,Ma la questione tutt altra,58.75,0.6233,0,0,0
Questo il mio buon proposito,Questo il mio buon senso,21.4286,0.1695,0,0,0
Questa sarebbe una bella idea,Questa una bella idea,47.2222,0.25,0,0,0
Vediamo come a finire,Vediamo come va a finire,66.6667,0.75,0,0,0
Insomma non un bel momento,Non un bel momento,40.4762,0.2586,0,0,0
ma anche questo sarebbe soltanto un punto di vista,Questo un mio punto di vista,48.548,0.8067,0,0,0
e di cosa si tratta,Ma di che cosa si tratta,55.5556,0.526,0,0,0
Se il file non esiste creato,Il sistema non esiste,15.8333,0.3814,0,0,0
Sussistono motivi tuttavia per compensare tra le parti le spese di giudizio,Sussistono giusti motivi per compensare tra le parti le spese di giudizio,45.3704,0.6201,0,0,0
La Commissione prosegue l esame rinviato da ultimo nella seduta del 4 dicembre 2002,La Commissione prosegue l esame rinviato nella seduta del 23 dicembre 2004,82.5,0.9139,0,0,0
Non facciamo niente di male,Non facciamo di male,55.5556,0.1724,0,0,0
La Commissione prosegue l esame rinviato alla seduta del 19 maggio 1998,La Commissione prosegue l esame rinviato nella seduta del 25 maggio 2005,85.5556,0.9139,0,0,0
Il presente decreto pubblicato nella Gazzetta Ufficiale della Repubblica italiana entra in vigore il giorno successivo alla sua pubblicazione,Il presente decreto pubblicato nella Gazzetta Ufficiale della Repubblica italiana ed entra in vigore il giorno successivo alla,79.8658,0.819,0,0,0
Qualcuno potrebbe invertire la rotta,Ma si deve fare la giusta piega,36.8056,0.1923,0,0,0
La Commissione prosegue l esame congiunto rinviato nella seduta del 18 settembre 2002,La Commissione prosegue l esame rinviato nella seduta del 23 settembre 1998,82.5,0.9139,0,0,0
Le cose non stanno,Le cose non stanno,48.3333,0.7653,0,0,0
La gente non riusciva a prendersi cura degli animali erano troppo piccoli,La gente non voleva mangiare i dolci,19.448,0.256,0,0,0
Non una buona idea,Non una buona idea,53.8889,0.4934,0,0,0
Effy amava fare scherzetti a tutti ma oggi ha detto a stessa che doveva concentrarsi sul canto se voleva vincere la gara dei talenti del paese,Effy voleva fare la gara per vincere la gara,12.4815,0.2028,0,0,0
Allora non c problema,Non c nessun problema,100.0,0.9922,0,0,0
Non sarebbe la prima volta,Non la prima volta,83.3333,0.8099,0,0,0
La ringrazio anticipatamente per la sua cortese e cordialmente la saluto,La ringrazio per la sua cortese attenzione e la saluto cordialmente,60.1877,0.9563,0,0,0
Non si tornare indietro,Non tornare indietro,66.6667,0.6553,0,0,0
E questa solo la punta di un iceberg,solo la punta di un iceberg,48.0952,0.5435,0,0,0
In tali casi deve essere fornita una giustificazione verificabile,In tale caso sussistono sufficienti giustificazioni,26.3393,0.3384,0,0,0
Ma ne davvero la pena,Ma ne vale davvero la pena,83.2407,0.949,0,0,0
Niente non un problema,Non un mio problema,66.6667,0.6389,0,0,0
L emendamento 4.1 posto ai voti respinto,Posto ai voti respinto l emendamento 1. 1,77.7778,0.8314,0,0,0
Anzi siamo appena agli inizi,E siamo appena agli inizi,52.6984,0.7182,0,0,0
Per ulteriori informazioni si veda,Per ulteriori informazioni si consultare il sito,52.6984,0.5662,0,0,0
All udienza del 14 dicembre 2004 la causa stata trattenuta in decisione,Alla pubblica udienza del 21 dicembre 2003 la causa veniva trattenuta in decisione,90.4167,0.9209,0,0,0
Poi sappiamo come andata a finire,Sappiamo come andata a finire,60.1058,0.6727,0,0,0
Sono molto d accordo su questo,Possiamo essere d accordo su questo,39.5833,0.5011,0,0,0
Ma questa una colossale sciocchezza,Questa una sciocchezza,34.7222,0.2564,0,0,0
La Commissione prosegue l esame del disegno di legge rinviato nella seduta dell 8 febbraio scorso,La Commissione prosegue l esame del provvedimento rinviato nella seduta del 15 febbraio 2004,43.8541,0.7308,0,0,0
Chi poteva essere a quell ora,A chi poteva essere a questa ora,23.548,0.7934,0,0,0
"La seduta tolta ore 13,30","La seduta tolta alle ore 16, 30",68.0026,0.8032,0,0,0
E i soldi da dove venivano,Dove sono i soldi da cui andare,51.3889,0.607,0,0,0
