Normal,Simple1,SARI_1,METEOR_1,ROUGE_F_1,BLEU_1,Simple2,SARI_2,METEOR_2,ROUGE_F_2,BLEU_2
L' intera opera si dovrebbe concludere entro il 2010,L'intera opera si concluderà nel 2010,31.602564102564102,0.1449,0.0,9.7,L'intera opera si concluderà nel 2010,31.602564102564102,0.1449,0.0,9.7
Io ho un' idea,Io ho una mia idea,83.33333333333333,0.996,1.0,100.0,Io ho una mia idea,83.33333333333333,0.996,1.0,100.0
Non mi è stato possibile,Ma non era stato possibile,83.33333333333333,0.996,1.0,100.0,Ma non era stato possibile,83.33333333333333,0.996,1.0,100.0
non è una buona notizia,Non è una grande notizia,17.12962962962963,0.6356,0.2857,19.4,Non è una grande notizia,17.12962962962963,0.6356,0.2857,19.4
Ma allora non era un caso,Ma tale non è il caso,35.18518518518518,0.1449,0.0,8.2,Ma tale non è il caso,35.18518518518518,0.1449,0.0,8.2
Ma quest' anno non ce l' ho fatta più,Quest'anno non l'ho ancora fatto,38.7057387057387,0.2972,1.0,15.8,Quest'anno non l'ho ancora fatto,38.7057387057387,0.2972,1.0,15.8
"Conseguentemente , dopo il comma 3 , aggiungere il seguente : 4",Dopo il comma 3 è aggiunto il seguente : « 4,100.0,0.9996,1.0,100.0,Dopo il comma 3 è aggiunto il seguente : « 4,100.0,0.9996,1.0,100.0
"Ecco , qui c' è una differenza",C'è una profondissima differenza,30.753968253968253,0.8067,0.3333,14.8,C'è una profondissima differenza,30.753968253968253,0.8067,0.3333,14.8
Non c' è proprio niente da raccontare,Non è facile da raccontare,83.33333333333333,0.996,1.0,66.9,Non è facile da raccontare,83.33333333333333,0.996,1.0,66.9
"Mah , non c' è problema",Non c'è stato alcun problema,32.83730158730159,0.7934,0.2857,10.7,Non c'è stato alcun problema,32.83730158730159,0.7934,0.2857,10.7
Però il .... la legge è uguale per tutti,La legge deve essere uguale per tutti,45.327589077589074,0.7934,0.6,30.7,La legge è uguale per tutti,66.66666666666667,0.9977,1.0,100.0
Il problema pertanto non esiste più,Tuttavia il problema non esiste,58.161375661375665,0.7938,0.75,39.8,Tuttavia il problema non esiste,58.161375661375665,0.7938,0.75,39.8
Restano tuttavia aperte numerose questioni,Restano tuttavia alcune questioni irrisolte,47.22222222222222,0.6356,0.4444,35.0,Restano tuttavia alcune questioni irrisolte,47.22222222222222,0.6356,0.4444,35.0
Ma c' è un grande rischio,Ma c'è un grande rischio,32.142857142857146,0.3846,0.0,14.1,Ma c'è un grande rischio,32.142857142857146,0.3846,0.0,14.1
Lo faccio con un esempio,Ho fatto con qualche esempio,43.333333333333336,0.5889,0.5,39.8,Ho fatto con qualche esempio,43.333333333333336,0.5889,0.5,39.8
"Infatti , è proprio così",ma è stata proprio così,83.33333333333333,0.996,1.0,100.0,ma è stata proprio così,83.33333333333333,0.996,1.0,100.0
Ma questo è un parere assolutamente personale e minoritario,Ma è un mio parere personale,83.33333333333333,0.9977,1.0,100.0,Ma è un mio parere personale,83.33333333333333,0.9977,1.0,100.0
Credo sarebbe un errore,Credo sia stato un errore,83.33333333333333,0.996,1.0,100.0,Credo sia stato un errore,83.33333333333333,0.996,1.0,100.0
"Certo , c' è il problema del lavoro",Il problema è il lavoro,37.51322751322751,0.339,0.2857,11.5,Il problema è il lavoro,37.51322751322751,0.339,0.2857,11.5
"L' articolo 630 del codice penale è sostituito dal seguente : "" Art",L'articolo 630 del codice penale è sostituito con il seguente : « Art,83.77386502386501,0.8106,1.0,84.5,L'articolo 630 del codice penale è sostituito con il seguente : « Art,83.77386502386501,0.8106,1.0,84.5
"è pura illusione , oltretutto costosa",Questa è un'altra illusione,37.88359788359788,0.2041,0.0,14.8,Questa è un'altra illusione,37.88359788359788,0.2041,0.0,14.8
"Al comma 3 , sostituire le parole: 60 giorni , con le seguenti : 30 giorni",Al comma 3 sostituire le parole : entro 60 giorni con le seguenti : entro 30 giorni,100.0,0.9999,1.0,100.0,Al comma 3 sostituire le parole : entro 60 giorni con le seguenti : entro 30 giorni,100.0,0.9999,1.0,100.0
27 - Approvata definitivamente la riforma delle pensioni,27 è approvata la riforma delle finanze,45.701058201058196,0.6127,0.7273,22.8,27 è approvata la riforma delle finanze,45.701058201058196,0.6127,0.7273,22.8
"La seduta , sospesa alle 11.20 , riprende alle 11.40",La seduta sospesa alle 13. 20 riprende alle 14. 20,54.78896103896104,0.7011,0.5556,25.2,La seduta sospesa alle 13. 20 riprende alle 14. 20,54.78896103896104,0.7011,0.5556,25.2
"La seduta , sospesa alle 10.45 , è ripresa alle 10.55",La seduta sospesa alle 11. 55 è ripresa alle 15. 55,59.69546657046657,0.736,0.6667,28.0,"La seduta sospesa alle 11. 55 è ripresa alle 11, 45",57.62205387205387,0.736,0.7778,28.0
Non è una nostra idea,Non è una buona idea,46.34920634920635,0.6356,0.5,35.0,Non è una buona idea,46.34920634920635,0.6356,0.5,35.0
Questo è vero soltanto in minima parte,Tutto questo è vero solo in minima parte,91.66666666666667,0.999,1.0,100.0,Tutto questo è vero solo in minima parte,91.66666666666667,0.999,1.0,100.0
"Pertanto , il candidato è da tenere in piena considerazione tra i possibili idonei ai fini della presente valutazione comparativa",Il candidato è da tenere in buona considerazione ai fini della presente valutazione comparativa,36.652526911147596,0.61,0.5,35.2,Il candidato è da tenere in buona considerazione ai fini della presente valutazione comparativa,36.652526911147596,0.61,0.5,35.2
"Il critico e scrittore di FS statunitense James Edwin Gunn affermò nel 1982, riguardo ad Io, robot che in pratica, eccettuati due singoli racconti, in nessuna delle storie sui robot i personaggi giocano un ruolo fondamentale, le storie sono ridotte a dialoghi sterili privi di azione e descrizione se non strettamente funzionali ai fini della trama. Si può ritenere che questo giudizio sia applicabile a tutta la produzione narrativa di Asimov. Vi sono tuttavia delle notevoli eccezioni, in quanto i personaggi di Susan Calvin nelle storie sui robot, di Arkady Darell e del Mule (o Mulo) nel ciclo delle Fondazioni, di Elijah Baley in Abissi d'acciaio e di Hari Seldon nei prequel della Fondazione sono creazioni a tutto tondo e dominano e muovono la storia","Il critico di FSF, sebbene esistano notevoli eccezioni rispetto ad altri film, in quanto, come ben documentato, in realtà, le vicende di Clara e Benedetta sono paragonabili a periodi precedenti, al fine di perpetrare la storia della famiglia. Il paragone tra i film di Asimov è relativamente limitato, purchè in linea di principio prevale un ruolo ruolo centrale nella sceneggiatura e in alcuni casi, anche se non sempre sufficiente, delle protagonista ( anche se si considerano in minima parte ruoli drammatici e / o comici",7.135412312807898,0.1835,0.068,2.6,"Il critico di FSF statunitense, tuttavia, affermava che "" in USA "", in riferimento a due serie di fantascienza, in cui in realtà i personaggi, gruppo di eroico, sono solitamente ridotti a ruolo ruoli ruoli e non sempre riconoscibili",5.011521891280858,0.1371,0.0373,0.6
Neanche questo è un piccolo passo,È un grande passo avanti,34.04761904761905,0.3,0.0,12.7,È un grande passo avanti,34.04761904761905,0.3,0.0,12.7
Non so cosa sia successo dopo,Non sappiamo cosa possa essere successo,75.0,0.9977,1.0,100.0,Non sappiamo cosa possa essere successo,75.0,0.9977,1.0,100.0
15 Gesù disse loro : « Andate in tutto il mondo e predicate il vangelo ad ogni creatura,"15 Gesù disse loro : "" Andate in tutto il mondo e predicate il vangelo ad ogni creatura",100.0,0.9999,1.0,100.0,"15 Gesù disse loro : "" Andate in tutto il mondo e predicate il vangelo ad ogni creatura",100.0,0.9999,1.0,100.0
Ma ho anche altro da dire al riguardo,Ma ho qualcosa da dire,33.28042328042327,0.4331,0.2222,17.5,Ma ho qualcosa da dire,33.28042328042327,0.4331,0.2222,17.5
"In questo campo , comunque , c' è ancora molto da fare",In questo campo c'è molto da fare,53.9092389092389,0.9945,0.8333,26.6,In questo campo c'è molto da fare,53.9092389092389,0.9945,0.8333,26.6
"I problemi , tuttavia , ci sono davvero",Ma i problemi ci sono,28.156565656565657,0.0,0.0,5.3,Ma i problemi ci sono,28.156565656565657,0.0,0.0,5.3
Ma sarebbe una ben magra e formale consolazione,Ma è una magra consolazione,75.0,0.996,1.0,100.0,Ma è una magra consolazione,75.0,0.996,1.0,100.0
Questo è il mio personalissimo parere,Ma è un mio parere personale,69.55026455026456,0.9765,0.8571,76.0,Ma è un mio parere personale,69.55026455026456,0.9765,0.8571,76.0
"La cosa grave , però , non è questa",La cosa non è questa,50.77672327672328,0.5836,0.5714,44.8,La cosa non è questa,50.77672327672328,0.5836,0.5714,44.8
"L "" Antitrust è la prima e la più importante Autorità di garanzia esistente nel nostro Paese",L'Anti - Autorità è la prima Autorità di garanzia italiana nel Paese,21.439838342012255,0.3826,0.25,16.3,L'Anti - Autorità è la prima Autorità di garanzia italiana nel Paese,21.439838342012255,0.3826,0.25,16.3
ma il punto era un altro,Altro punto è il seguente,75.0,0.996,1.0,100.0,Altro punto è il seguente,75.0,0.996,1.0,100.0
"Le cose , invece , non stanno così",Le cose non stanno così,83.33333333333333,0.996,1.0,100.0,Le cose non stanno così,83.33333333333333,0.996,1.0,100.0
"Faccio un esempio , per spiegar- me meglio",Faccio un esempio per spiegar - me,55.83633958633959,0.7934,1.0,43.5,Faccio un esempio per spiegar - me,55.83633958633959,0.7934,1.0,43.5
Il giudizio è molto positivo,Il mio giudizio è senz'altro positivo,63.12169312169312,0.6205,1.0,45.5,Il mio giudizio è senz'altro positivo,63.12169312169312,0.6205,1.0,45.5
"E l' elenco potrebbe , purtroppo , continuare a lungo",Questo elenco potrebbe continuare a lungo,91.66666666666667,0.9977,1.0,100.0,Questo elenco potrebbe continuare a lungo,91.66666666666667,0.9977,1.0,100.0
Siamo già ad aprile del 2001,è del 2001,39.285714285714285,0.3289,0.4,0.0,Il 2001 è alle porte,29.82142857142857,0.0847,0.0,10.7
Quali sono le ragioni del tuo successo,Quali sono le ragioni del tuo successo,3.703703703703704,0.1639,0.0,7.8,Quali sono le ragioni del tuo successo,3.703703703703704,0.1639,0.0,7.8
"Sussistono giusti motivi per dispor- si , fra le parti , la compensazione delle spese del presente grado di giudizio",Sussistono giusti motivi per disporre tra le parti la compensazione delle spese del presente grado di giudizio,56.16985459589815,0.8824,0.5,36.6,Sussistono giusti motivi per disporre tra le parti la compensazione delle spese del presente grado di giudizio,56.16985459589815,0.8824,0.5,36.6
Non è mica una novità,Non è mica una novità,12.962962962962964,0.6356,0.2857,24.7,Non è mica una novità,12.962962962962964,0.6356,0.2857,24.7
Volevo por- le una domanda,Le volevo quindi porre una domanda,83.33333333333333,0.9977,1.0,100.0,Le volevo quindi porre una domanda,83.33333333333333,0.9977,1.0,100.0
Ma non è una novità,Ma non è questa la novità,15.138888888888886,0.3276,0.0,15.2,Ma non è questa la novità,15.138888888888886,0.3276,0.0,15.2
Attualmente non è più così,Così non può più essere,75.0,0.996,1.0,100.0,Così non può più essere,75.0,0.996,1.0,100.0
Spero di esser- le stata utile,Spero di essere stata utile,83.33333333333333,0.996,1.0,100.0,Spero di essere stata utile,83.33333333333333,0.996,1.0,100.0
Ed è un problema,Ed è un problema generale,11.30952380952381,0.5111,0.0,23.6,Ed è un problema generale,11.30952380952381,0.5111,0.0,23.6
Non è questo il senso,Non è il senso,50.0,0.6466,0.3333,11.5,Non è il senso,50.0,0.6466,0.3333,11.5
Anche questa è un limite,Ma è un mio limite,83.33333333333333,0.996,1.0,100.0,Ma è un mio limite,83.33333333333333,0.996,1.0,100.0
Grazie e scusi per la banalità della domanda,Grazie e scusa per la banalità della domanda,47.707431457431454,0.7488,0.5455,34.6,Grazie e scusa per la banalità della domanda,47.707431457431454,0.7488,0.5455,34.6
"E ciò nonostante , so che è difficile , ma so anche che è indispensabile","So che è difficile, ma è vero",54.47549540815794,0.5257,0.3636,37.2,"So che è difficile, ma è vero",54.47549540815794,0.5257,0.3636,37.2
"Tuttavia , qual è la questione",Ma la questione qual è,42.22222222222222,0.75,0.3333,30.2,Ma la questione qual è,42.22222222222222,0.75,0.3333,30.2
Non era una cosa importante,Non è una cosa importante,39.92063492063492,0.3758,0.2222,14.3,Ma non deve essere una cosa assoluta,83.33333333333333,0.9985,1.0,100.0
"L' alcol , poi , avrebbe fatto il resto",L'alcol ha fatto il resto,61.94083694083694,0.75,0.4444,42.7,L'alcol ha fatto il resto,61.94083694083694,0.75,0.4444,42.7
C' è ancora un problema da risolvere,Risolvere il problema è semplice,30.753968253968253,0.3,0.0,12.7,Risolvere il problema è semplice,30.753968253968253,0.3,0.0,12.7
"All' articolo 48 , il comma 2 è sostituito dal seguente : "" 2",Il comma 48 dell'articolo 2 è sostituito con il seguente : 2,76.3401559454191,0.7947,1.0,67.6,Il comma 48 dell'articolo 2 è sostituito con il seguente : 2,76.3401559454191,0.7947,1.0,67.6
Questo sì che è un problema,Questo è un tuo problema,55.55555555555555,0.75,0.3333,42.7,Questo è un tuo problema,55.55555555555555,0.75,0.3333,42.7
Non l' ho ancora provato,Altre non l'hanno provato,31.666666666666668,0.102,0.0,6.2,Altre non l'hanno provato,31.666666666666668,0.102,0.0,6.2
E quella è la verità,Ed è proprio la verità,83.33333333333333,0.996,1.0,100.0,Ed è proprio la verità,83.33333333333333,0.996,1.0,100.0
"Siamo all' assurdo , come al solito",Come al solito siamo all'assurdo,45.45634920634921,0.4991,0.4444,17.5,Come al solito il problema è all'assurdo,47.93650793650793,0.4827,0.4,13.1
ma questa è un altra storia,è tutta un'altra storia,28.33333333333334,0.1316,0.5,9.0,è tutta un'altra storia,28.33333333333334,0.1316,0.5,9.0
"Ciao Pino , avrei bisogno di un tuo aiuto","Ciao Pino, ho bisogno del tuo prezioso aiuto",50.44122544122544,0.7836,0.5714,17.2,"Caro Pino, ho bisogno del tuo prezioso aiuto",43.53327228327228,0.631,0.4286,14.9
"Siccome sei Giovanardi , puoi tirar- ne due","Se sei un pò strano, puoi tirar - ne due",23.28042328042328,0.4265,0.4286,8.9,"Se sei un pò strano, puoi tirar - ne due",23.28042328042328,0.4265,0.4286,8.9
Ne valeva veramente la pena,E vale veramente la pena,54.36507936507936,0.4991,0.4444,32.6,Deve valer - ne veramente la pena,68.80952380952381,0.7934,1.0,43.5
"Si tratta , semplicemente , di un' affermazione falsa",Si tratta di un'affermazione falsa,48.664529914529915,0.487,0.5,23.5,Si tratta di un'affermazione falsa,48.664529914529915,0.487,0.5,23.5
L' attività scientifica si è svolta con continuità dal 1979,L'attività didattica è svolta con continuità dal 1979,77.13924963924963,0.7132,1.0,74.2,L'attività didattica è svolta con continuità dal 1979,77.13924963924963,0.7132,1.0,74.2
Non esiste una terapia specifica,Non esiste alcuna terapia specifica,83.33333333333333,0.996,1.0,100.0,Non esiste alcuna terapia specifica,83.33333333333333,0.996,1.0,100.0
Di seguito sono riportare le finalità e i contenuti delle diverse sezioni di approfondimento,Di seguito sono riportati i contenuti delle sezioni di approfondimento,38.03675491175491,0.6495,0.5455,23.9,Di seguito sono riportati i contenuti delle sezioni di approfondimento,38.03675491175491,0.6495,0.5455,23.9
"certo non è un delitto , anzi",Non è mica un delitto,83.33333333333333,0.996,1.0,100.0,Non è mica un delitto,83.33333333333333,0.996,1.0,100.0
"Purtroppo , però , i fatti dimostrano il contrario",Purtroppo i fatti dimostrano il contrario,64.71861471861472,0.83,0.8,76.0,Purtroppo i fatti dimostrano il contrario,64.71861471861472,0.83,0.8,76.0
E mi venne un' idea gustosa,E mi venne questa idea,91.66666666666667,0.996,1.0,100.0,E mi venne questa idea,91.66666666666667,0.996,1.0,100.0
E quali sono gli scrittori sociologicamente più sensibili,Quali sono gli autori più celebri,48.99470899470899,0.5435,0.3636,27.5,E quali sono gli autori più comuni,40.69444444444444,0.5357,0.3333,14.5
Adesso non puoi più fare niente,Adesso non posso fare più niente,67.5132275132275,0.9765,0.8889,50.8,Adesso non posso fare più niente,67.5132275132275,0.9765,0.8889,50.8
"Osservava gli uomini che toglievano le cose dal camion, ma si nascondeva nell'ombra quando qualcuno si avvicinava","Osservava gli uomini che toglievano le cose dal camion, ma si nascondevano nell'ombra quando qualcuno si avvicinava",46.861202522967226,0.9348,0.8125,77.8,"Osservava gli uomini che toglievano le cose dal camion, ma si nascondevano nell'ombra quando qualcuno si avvicinava",46.861202522967226,0.9348,0.8125,77.8
"Non è la prima volta , beninteso",Non è questa la prima volta,91.66666666666667,0.9977,1.0,100.0,Non è questa la prima volta,91.66666666666667,0.9977,1.0,100.0
Cuocete in forno preriscaldato a 180 ° C per circa 20 minuti,Cuocere in forno per 180 minuti a 20 ° C,83.33333333333333,0.9995,1.0,100.0,Cuocere in forno per 180 minuti a 20 ° C,83.33333333333333,0.9995,1.0,100.0
Anche io non sono per nulla d' accordo,Io non sono d'accordo,51.57407407407407,0.3464,0.5455,11.8,Su questa io non sono affatto d'accordo,76.07804232804233,0.6802,1.0,70.1
"E comunque i soldi ci sono , eccome",I soldi ci sono stati,64.55026455026454,0.7938,0.75,39.8,I soldi ci sono e sufficienti,66.66666666666667,0.949,0.6667,30.2
Questo è un grande passo in avanti,È un grande passo in avanti,31.226551226551226,0.7433,0.5,34.3,È un grande passo in avanti,31.226551226551226,0.7433,0.5,34.3
E si potrebbe continuare con tanti altri esempi,E continua con gli esempi,75.0,0.996,1.0,100.0,E continua con gli esempi,75.0,0.996,1.0,100.0
La risposta è semplice : sì,La risposta è abbastanza semplice,91.66666666666667,0.996,1.0,100.0,La risposta è abbastanza semplice,91.66666666666667,0.996,1.0,100.0
"Il viceversa non è , invece , vero",Il che non è vero,47.79100529100529,0.75,0.3333,42.7,Il che non è vero,47.79100529100529,0.75,0.3333,42.7
La ringrazio dell' attenzione e saluto cordialmente,Ringrazio per l'attenzione e saluto,49.93386243386243,0.5515,1.0,24.7,Ringrazio per l'attenzione e saluto,49.93386243386243,0.5515,1.0,24.7
"Sì , non era la prima volta",Non è questa la prima volta,63.194444444444436,0.6205,0.4,23.3,Non è questa la prima volta,63.194444444444436,0.6205,0.4,23.3
"La qualità , il valore , il senso dei dei contenuti e degli scambi è determinata dalle persone","La qualità ( cioè il valore, il senso dei contenuti e degli scambi ) è determinata dalle persone",100.0,0.9999,1.0,100.0,"La qualità ( cioè il valore, il senso dei contenuti e degli scambi ) è determinata dalle persone",100.0,0.9999,1.0,100.0
"Tuttavia , tutti questi tentativi sono falliti",Finora il tentativo è fallito,28.468013468013467,0.0,0.0,5.3,Finora il tentativo è fallito,28.468013468013467,0.0,0.0,5.3
è un problema di cultura,è un problema di cultura,27.6984126984127,0.8203,0.8571,57.9,è un problema di cultura,27.6984126984127,0.8203,0.8571,57.9
L' Assemblea può essere ordinaria o straordinaria,L'Assemblea può essere Ordinaria o straordinaria,28.373015873015873,0.4267,0.6,16.2,L'Assemblea può essere Ordinaria o straordinaria,28.373015873015873,0.4267,0.6,16.2
La sua è una scelta consapevole,è stata una sua scelta,75.0,0.996,1.0,100.0,è stata una sua scelta,75.0,0.996,1.0,100.0
Qui è la forza dell' Ulivo,è la forza dell'Ulivo,32.83730158730159,0.1493,0.0,11.5,è la forza dell'Ulivo,32.83730158730159,0.1493,0.0,11.5
Questo tuttavia è solo un aspetto del problema,Questo è un altro aspetto politico del problema,83.33333333333333,0.999,1.0,100.0,Questo è un altro aspetto politico del problema,83.33333333333333,0.999,1.0,100.0
Com' è ora la situazione,Com'è la situazione economica,51.666666666666664,0.9977,1.0,46.3,Com'è la situazione economica,51.666666666666664,0.9977,1.0,46.3
Quali sono i tempi di realizzazione,Quali sono i tempi certi della realizzazione,100.0,0.9985,1.0,100.0,Quali sono i tempi certi della realizzazione,100.0,0.9985,1.0,100.0
Sarà pronto alla fine del 2006,Il 2006 è alla fine,83.33333333333333,0.996,1.0,100.0,Il 2006 è alla fine,83.33333333333333,0.996,1.0,100.0
questa è una mia personalissima opinione,La mia era una opinione,30.555555555555554,0.0,0.0,5.3,La mia era una opinione,30.555555555555554,0.0,0.0,5.3
Da qui si seguono le indicazioni di cui sopra,Da qui si riportano le indicazioni emerse,45.08288008288008,0.7212,0.4,18.6,Da qui si riportano le indicazioni emerse,45.08288008288008,0.7212,0.4,18.6
E questo è già un grande successo,Ed è un grande successo,27.638888888888886,0.2206,0.0,9.4,Ed è già un grande successo,13.333333333333334,0.2174,0.0,9.0
Credo di essere stato sufficientemente chiaro,Oppure credere di essere stato chiaro,57.68518518518518,0.7782,0.6667,50.8,Oppure credere di essere stato chiaro,57.68518518518518,0.7782,0.6667,50.8
Non aspetta- vi di meglio,Non potevo aspettare di meglio,83.33333333333333,0.996,1.0,100.0,Non potevo aspettare di meglio,83.33333333333333,0.996,1.0,100.0
Non è sempre stato così,Non siamo stati sempre così,33.25396825396825,0.2542,0.0,11.5,Non siamo stati sempre così,33.25396825396825,0.2542,0.0,11.5
"Dopo l' articolo 10 , è inserito il seguente : « Art",Dopo l'articolo 10 inserire il seguente : Art,66.90067693744165,0.706,1.0,62.4,Dopo l'articolo 10 inserire il seguente : Art,66.90067693744165,0.706,1.0,62.4
Ringraziando- vi per l' attenzione porgo cordiali saluti,Ringrazio per l'attenzione e porgo cordiali saluti,60.68783068783068,0.6692,1.0,42.4,Ringrazio per l'attenzione e porgo cordiali saluti,60.68783068783068,0.6692,1.0,42.4
E su questo siamo perfettamente d' accordo,Possiamo essere d'accordo su questo,50.87962962962962,0.5515,1.0,24.7,Possiamo essere d'accordo su questo,50.87962962962962,0.5515,1.0,24.7
La situazione potrebbe tornare presto alla normalità,Ora la situazione torna alla normalità,47.40740740740741,0.5435,0.3636,19.4,Ora la situazione torna alla normalità,47.40740740740741,0.5435,0.3636,19.4
"L' esposizione è stata chiara , efficace ed illuminante",L'esposizione è stata molto chiara,29.843304843304846,0.1471,0.25,10.4,L'esposizione è stata molto chiara,29.843304843304846,0.1471,0.25,10.4
"Col suo aereo, Ugolino ha continuato le sue esplorazioni, sorvolando i mari e i continenti di tutto il mondo","Con il suo aereo, Ugolino ha concluso le sue esplorazioni, esplorando i continenti e i continenti di tutto il mondo",45.37940990839542,0.7515,0.5128,35.6,"Il suo aereo, Ugolino, ha sempre percorso le sue esplorazioni, sorpendo i continenti e i continenti di tutto il mondo",41.12714281276672,0.6843,0.4615,28.7
Si ringrazia per la fattiva collaborazione e disponibilità,Si ringrazia per la fattiva collaborazione e disponibilità,19.72222222222222,0.7156,0.4286,39.8,Si ringrazia per la fattiva collaborazione e disponibilità,19.72222222222222,0.7156,0.4286,39.8
La presente legge è dichiarata urgente ed entra in vigore il giorno successivo a quello di pubblicazione sul Bollettino Ufficiale della Regione,La presente legge è dichiarata urgente ed entra in vigore nel giorno della sua pubblicazione nel Bollettino Ufficiale della Regione,100.0,0.9999,1.0,100.0,La presente legge è dichiarata urgente ed entra in vigore nel giorno della sua pubblicazione nel Bollettino Ufficiale della Regione,100.0,0.9999,1.0,100.0
Quindi la causa è stata trattenuta per la decisione,Alla pubblica causa veniva trattenuta in decisione,58.029609279609275,0.7114,0.6667,61.5,Alla pubblica udienza del la causa veniva trattenuta in decisione,63.91155141155141,0.82,0.6667,51.7
Voglio andare a trovar- lo,Vuole andare a trovar - lo,39.92063492063492,0.6189,0.0,10.7,Vuole andare a trovar - lo,39.92063492063492,0.6189,0.0,10.7
La curiosità di Ugolino cresceva,La curiosità di Ugolino cresceva,2.777777777777778,0.1,0.0,10.7,La curiosità di Ugolino cresceva,2.777777777777778,0.1,0.0,10.7
Mi chiedo solo una cosa,Mi chiedo solo una cosa,15.972222222222221,0.5889,0.5,39.8,Mi chiedo solo una cosa,15.972222222222221,0.5889,0.5,39.8
È una parte importante della vita,è un'altra parte della vita,37.5462962962963,0.367,0.1818,11.4,è un'altra parte della vita,37.5462962962963,0.367,0.1818,11.4
è successo molto tempo fa,è successo tutto qualche tempo fa,50.0,0.7353,0.2857,18.0,è successo tutto qualche tempo fa,50.0,0.7353,0.2857,18.0
"Alla luce di tali considerazioni , propone di esprimere parere favorevole",Alla luce di tali considerazioni propone di esprimere parere favorevole,53.877187627187624,0.7938,0.6667,58.1,"Alla luce delle considerazioni esposte, propone di esprimere parere favorevole",66.37067453243924,0.8746,0.6667,48.3
Ma fu solo un attimo,Ma lâ fu un attimo,62.6984126984127,0.8203,0.6667,40.9,Ma lâ fu un attimo,62.6984126984127,0.8203,0.6667,40.9
"La competenza è del TAR , purtroppo",La competenza è del Comune,53.439153439153436,0.6727,0.5714,32.6,La competenza è del Comune,53.439153439153436,0.6727,0.5714,32.6
Il punto è proprio questo,Il punto è proprio qui,24.305555555555554,0.5111,0.3333,23.6,Il punto è proprio qui,24.305555555555554,0.5111,0.3333,23.6
"Conseguentemente , al medesimo comma sopprimere il terzo periodo",Al comma 3 sopprimere il terzo periodo,31.75296925296925,0.2273,0.0,8.1,Al comma 3 sopprimere il terzo periodo,31.75296925296925,0.2273,0.0,8.1
Grandi cambiamenti ci saranno anche in campo sentimentale,Ma ci sono anche altri cambiamenti,34.39393939393939,0.0725,0.0,3.4,Ma ci sono anche altri cambiamenti,34.39393939393939,0.0725,0.0,3.4
