Normal,Simple1,SARI_1,METEOR_1,ROUGE_F_1,BLEU_1,Simple2,SARI_2,METEOR_2,ROUGE_F_2,BLEU_2
"Pur essendo un insediamento rurale, si trova a breve distanza da Glasgow e funge da città dormitorio","Anche essendo un insediamento rurale, si trova a breve distanza da Glasgow e dal capoluogo",27.342589159422676,0.7258,0.7333,69.9,"Anche essendo un insediamento rurale, si trova a breve distanza da Glasgow e da una città dormitorio",28.52214960058097,0.886,0.75,74.7
Come dire : due piccioni con una fava,Come dire : due picci con unafava,14.781746031746032,0.3995,0.3636,13.5,Come dire : due picci con una fava,22.46031746031746,0.7031,0.6667,27.1
Non faccio del male a nessuno,Ma non volevo far del male,83.33333333333333,0.9977,1.0,100.0,Ma non volevo far del male,83.33333333333333,0.9977,1.0,100.0
A chi si presenta la domanda,A chi si presenta la domanda,8.333333333333334,0.5011,0.2222,18.0,A chi si presenta la domanda,8.333333333333334,0.5011,0.2222,18.0
è semmai vero il contrario,Era vero esattamente il contrario,46.031746031746025,0.5111,0.2857,23.6,Era vero esattamente il contrario,46.031746031746025,0.5111,0.2857,23.6
C' è tanta strada da fare ancora,La strada da fare è ancora molta,75.63131313131312,0.7577,0.7273,53.3,La strada da fare è ancora molta,75.63131313131312,0.7577,0.7273,53.3
"Nel merito , la questione è fondata",Nel merito la questione è fondata,91.66666666666667,0.9977,1.0,100.0,Nel merito la questione è fondata,91.66666666666667,0.9977,1.0,100.0
Il resto è opinabile,Il resto è stato tutto semplice,58.333333333333336,0.5773,0.2857,30.2,Il resto è stato tutto semplice,58.333333333333336,0.5773,0.2857,30.2
Per ogni membro effettivo può essere nominato un supplente,Per ogni membro effettivo è nominato un supplente,66.66666666666667,0.8648,0.7692,50.0,Per ogni membro effettivo è nominato un supplente,66.66666666666667,0.8648,0.7692,50.0
"Il codice quindi non viene compilato bensì c'è un interprete (in JavaScript lato client esso è incluso nel browser che si sta utilizzando) che esegue riga per riga, a tempo di esecuzione, quanto trascritto nello script","Il codice quindi non viene compilato unicamente nel browser che esso ospita, in quanto c'è stato un traduttore ( in inglese, francese o trascritto nello Script ) che effettua esplicitamente, a tempo di esecuzione, quanto è essenziale lo script",30.816691464206283,0.6379,0.3881,31.5,"Il codice quindi non viene compilato unicamente in codice che esso è inserito nel browser che esso sta utilizzando, che è anche in grado di esecuzione, ossia trascritto nello Script, a tempo pieno e trascritto lo Script",28.447395116264516,0.5389,0.3939,23.8
"Dunque , al danno si aggiunge la beffa",Al danno si vuole davvero aggiungere la beffa,91.66666666666667,0.999,1.0,100.0,Al danno si vuole davvero aggiungere la beffa,91.66666666666667,0.999,1.0,100.0
"Infatti , i casi sono due",I casi possono essere due,83.33333333333333,0.996,1.0,100.0,I casi possono essere due,83.33333333333333,0.996,1.0,100.0
è questo il senso della mia vita,La vita è il senso,49.44444444444445,0.75,0.3333,23.6,La vita è il senso,49.44444444444445,0.75,0.3333,23.6
Naturalmente non può far questo da solo,Ma non può fare da solo,71.52777777777777,0.83,0.8,76.0,Ma non può fare da solo,71.52777777777777,0.83,0.8,76.0
"Certo , ma il problema è quello dell' approccio",Il problema è quello dell'approccio,47.86616161616163,0.4991,0.25,32.6,Il problema è quello dell'approccio,47.86616161616163,0.4991,0.25,32.6
Si noti che la somma dei residui all'interno di un campione casuale è necessariamente nulla e quindi i residui non sono necessariamente indipendenti,Si noti che la somma dei residuo all'interno di un campione casuale è sempre nulla,44.682917888563054,0.4748,0.5405,31.3,Si noti che la somma dei residuo all'interno di un campione casuale è condizione impossibile e quindi i residuo non sono assolutamente indipendenza,45.3325564232427,0.616,0.4889,37.3
"La WWE ha riferito di aver sospeso dieci wrestler citati nella controversia, anche se Batista non era uno di loro","La WWE ha inoltre sospeso 10 wrestler pesanti nella controversia, anche se Batista non era uno dei loro sostenitori",48.891072377914476,0.6471,0.4118,37.5,"La WWE ha inoltre sospeso 10 wrestler pesanti nella controversia, anche se Batista non era uno dei loro sostenitori",48.891072377914476,0.6471,0.4118,37.5
Questi è altresì l' opera d' arte,L'opera è veramente l'opera,25.89285714285714,0.0658,0.25,9.7,L'opera è veramente l'opera,25.89285714285714,0.0658,0.25,9.7
"Dopo l' articolo 17 , aggiungere il seguente : Art",Dopo l'articolo 17 aggiungere il seguente : « Art,70.28409090909089,0.735,1.0,67.2,Dopo l'articolo 17 aggiungere il seguente : « Art,70.28409090909089,0.735,1.0,67.2
La questione non è fondata,Entrambe le questioni non sono fondate,28.888888888888886,0.0725,0.0,6.9,Entrambe le questioni non sono fondate,28.888888888888886,0.0725,0.0,6.9
Non lo può assolutamente fare,Non potevamo fare assolutamente niente,75.0,0.996,1.0,100.0,Non potevamo fare assolutamente niente,75.0,0.996,1.0,100.0
Ma questo è solo il mio punto di vista,è il nostro punto di vista,86.14718614718616,0.8676,0.8889,84.6,è il nostro punto di vista,86.14718614718616,0.8676,0.8889,84.6
"L' appello , pertanto , è infondato e va respinto",L'appello principale è perciò infondato e va respinto,40.050227550227554,0.5011,0.4615,23.4,L'appello principale è perciò infondato e va respinto,40.050227550227554,0.5011,0.4615,23.4
Ora non si vuol fare di ogni erba un fascio,Non facciamo di tutta un'erba un fascio,60.16835016835017,0.6692,1.0,42.4,Non voglio fare di tutte le erbe un fascio,40.75396825396825,0.3507,0.1333,11.3
Ma forse le cose stanno davvero cambiando,Oggi forse le cose stanno per cambiare,42.53968253968254,0.5662,0.4,24.4,Ma ora forse le cose stanno per cambiare,44.48412698412699,0.7075,0.3636,22.1
"Conseguentemente , propone di esprimere parere favorevole",Propone infine di esprimere un parere favorevole,83.33333333333333,0.9985,1.0,100.0,Propone infine di esprimere un parere favorevole,83.33333333333333,0.9985,1.0,100.0
"Negli altri casi , non vale",In altri casi non vale,44.64285714285714,0.5111,0.25,23.6,In altri casi non vale,44.64285714285714,0.5111,0.25,23.6
Spesso anzi è prevista anche un' indennità di frequenza per i partecipanti,è prevista un'indennità di frequenza per i partecipanti,59.53083953083952,0.7773,0.7143,52.5,è prevista un'indennità di frequenza per i partecipanti,59.53083953083952,0.7773,0.7143,52.5
"Era , però , un gioco di parole",È stato solo un gioco di parole,70.83333333333333,0.9308,0.75,41.1,È stato solo un gioco di parole,70.83333333333333,0.9308,0.75,41.1
Sarebbe un discorso lungo,è solo un discorso lungo,33.61111111111111,0.3,0.0,14.1,è solo un discorso lungo,33.61111111111111,0.3,0.0,14.1
La documentazione di spesa deve essere trattenuta presso la sede del consorzio export per essere messa a disposizione del Ministero per eventuali controlli,La documentazione di spesa deve essere trattenuta presso la sede del consorzio per eventuali controlli,48.67538300688068,0.6162,0.6857,54.3,La documentazione di spesa deve essere trattenuta presso la sede del consorzio export per eventuali controlli,30.61753530719048,0.6133,0.6111,51.6
"Il problema , quindi , non è facile da risolvere",Il problema non è facile da risolvere,64.69627594627595,0.9654,0.6667,41.1,Il problema non è facile da risolvere,64.69627594627595,0.9654,0.6667,41.1
MA NON è questo il punto,Ma non è il punto,83.33333333333333,0.996,1.0,100.0,Ma non è il punto,83.33333333333333,0.996,1.0,100.0
"Vedi la nota su 2 , 17","Vedi nota su 2, 17",14.393939393939393,0.3922,0.0,11.5,"Vedi nota su 2, 17",14.393939393939393,0.3922,0.0,11.5
La preventiva richiesta deve essere motivata e documentata,La richiesta deve essere motivata e documentata,63.24786324786324,0.8552,0.8333,80.9,La richiesta deve essere motivata e documentata,63.24786324786324,0.8552,0.8333,80.9
"Credevo , di essere una persona reale",Credevo di essere una persona reale,91.66666666666667,0.9977,1.0,100.0,Credevo di essere una persona reale,91.66666666666667,0.9977,1.0,100.0
Ci sarà pure un modo,Ci deve essere un modo,83.33333333333333,0.996,1.0,100.0,Ci deve essere un modo,83.33333333333333,0.996,1.0,100.0
E l' una ragione è questa,Una ragione ci deve essere,31.011904761904763,0.1,0.0,10.7,E l'una ragione è questa,41.98412698412699,0.5111,0.0,23.6
"All' articolo 3 , dopo il comma 7 è aggiunto il seguente : "" 8","Dopo il comma 3 dell'articolo 7 è aggiunto il seguente : "" 8",20.569800569800567,0.6838,0.6,38.8,"Dopo il comma 3 dell'articolo 7 è aggiunto il seguente : "" 8",20.569800569800567,0.6838,0.6,38.8
Questo è solo il primo passo,è stato il primo passo,91.66666666666667,0.996,1.0,100.0,è stato il primo passo,91.66666666666667,0.996,1.0,100.0
Che dunque c' è una speranza,Ma c'è una speranza,35.51587301587301,0.8535,0.5714,12.8,Ma c'è una speranza,35.51587301587301,0.8535,0.5714,12.8
Non è questo il senso,Non è il senso vero,50.0,0.6356,0.2857,10.4,Non è il senso vero,50.0,0.6356,0.2857,10.4
Questo è un punto estremamente critico,Questo è un altro punto incerto,58.333333333333336,0.625,0.25,32.5,Questo è un altro punto incerto,58.333333333333336,0.625,0.25,32.5
"Nel 1895 circa, William Doble migliorò la forma della benna semicilindrica di Pelton con una benna ellittica che includeva un taglio per consentire al getto un ingresso più pulito nella benna","Nel 1895, William Dodgson migliorò la forma della benna arrampicata con Pelli e un taglio più profondo nella benna",11.32837268732945,0.4344,0.2917,15.4,"Nel 1895, William Dodgson migliorò la forma della benna arrampicata di Pelton con una ben visibile e un taglio più profondo nella benna",14.308531746031747,0.5409,0.3846,23.5
Non c' è bisogno,Non c'era alcun bisogno,42.5,0.4406,1.0,27.5,Non c'era alcun bisogno,42.5,0.4406,1.0,27.5
Parere favorevole con osservazioni ) Si riprende l' esame sospeso nella seduta pomeridiana del 16 aprile,Parere favorevole con osservazioni ) Riprende l'esame sospeso nella seduta del 16 aprile scorso,73.75182931103984,0.8213,1.0,72.9,Parere favorevole con osservazioni ) Riprende l'esame sospeso nella seduta del 16 aprile scorso,73.75182931103984,0.8213,1.0,72.9
Ma la cosa non ha funzionato,Ma la cosa non ha funzionato,4.166666666666667,0.1961,0.0,9.7,Ma la cosa non ha funzionato,4.166666666666667,0.1961,0.0,9.7
"In sintesi può assegnare alla capacità didattica del candidato , nell' ambito della valutazione comparativa , il giudizio di eccellente",In sintesi il giudizio complessivo del candidato è assegnato alla capacità didattica del candidato,42.45295396611186,0.4775,0.4138,25.6,In sintesi il giudizio complessivo del candidato è assegnato alla capacità didattica del candidato,42.45295396611186,0.4775,0.4138,25.6
2 ) - L' appello è fondato,2 ) L'appello è fondato,30.376984126984127,0.4331,1.0,23.6,2 ) L'appello è fondato,30.376984126984127,0.4331,1.0,23.6
Questo è per me un punto irrinunciabile,Per me è un punto fermo,83.33333333333333,0.9977,1.0,100.0,Per me è un punto fermo,83.33333333333333,0.9977,1.0,100.0
C' è un pò di tutto,Ma c'è un ma,41.03174603174603,0.9977,1.0,27.5,Ma c'è un ma,41.03174603174603,0.9977,1.0,27.5
Però insomma : la verità sta nel mezzo,La verità sta nel mezzo,66.66666666666667,0.996,1.0,100.0,La verità sta nel mezzo,66.66666666666667,0.996,1.0,100.0
"La verità è stata una , però",Però la verità è ben altra,53.47222222222222,0.7011,0.3333,16.2,Però la verità è ben altra,53.47222222222222,0.7011,0.3333,16.2
Vale la pena di visitar- lo,Vale la pena visitar - lo,38.161375661375665,0.526,0.6667,19.3,Vale la pena di visitare,24.444444444444443,0.4331,0.2222,19.4
"Ma il problema attuale , forse , è un altro ancora",Il problema attuale è un altro,41.93452380952381,0.625,0.4444,23.0,Il problema attuale è un altro,41.93452380952381,0.625,0.4444,23.0
Ci può fare un esempio,Può fare un esempio pratico,15.138888888888886,0.5111,0.25,12.7,Può fare un esempio pratico,15.138888888888886,0.5111,0.25,12.7
A cosa potrà servir- le,A cosa potrà servir - le,36.94444444444444,0.4259,0.2222,16.2,A cosa potrà servir - le,36.94444444444444,0.4259,0.2222,16.2
Aidan borbottò che lei non aveva cantato per tutti,Aidan borbottò che lei non aveva cantato per tutti i giorni,28.59710550887021,0.8628,0.6667,59.0,Aidan borbottò che lei non aveva cantato per tutti i giorni,28.59710550887021,0.8628,0.6667,59.0
Questo potrebbe essere un primo passo,è soltanto un primo passo,62.5,0.75,0.6667,42.7,è soltanto un primo passo,62.5,0.75,0.6667,42.7
Ma anche questo non è il punto,Ma non è il punto,91.66666666666667,0.996,1.0,100.0,Ma non è il punto,91.66666666666667,0.996,1.0,100.0
"Sì , ed è stato un peccato",è stato un vero peccato,51.43518518518518,0.75,0.6667,42.7,è stato un vero peccato,51.43518518518518,0.75,0.6667,42.7
Non è nei miei pensieri,Non è nei miei pensieri,8.095238095238097,0.375,0.0,21.4,Non è nei miei pensieri,8.095238095238097,0.375,0.0,21.4
"Aperta la busta , il tema viene dettato alla candidata",Aperta la busta viene dettato il tema alla candidata,83.33333333333333,0.9993,1.0,100.0,Aperta la busta viene dettato il tema alla candidata,83.33333333333333,0.9993,1.0,100.0
Innanzitutto grazie per aver accettato questa mia intervista,Chiedo di aver accettato questa mia domanda,19.82323232323232,0.4206,0.3333,24.4,Chiedo di aver accettato questa mia domanda,19.82323232323232,0.4206,0.3333,24.4
Ora accade esattamente il contrario,Ora accade esattamente il contrario,8.095238095238097,0.375,0.25,21.4,Ora accade esattamente il contrario,8.095238095238097,0.375,0.25,21.4
"Si , certo , è la guerra",è proprio la guerra moderna,47.61904761904762,0.3319,0.2857,15.8,è proprio la guerra moderna,47.61904761904762,0.3319,0.2857,15.8
"Nel 1981 Ali Agca fu condannato all'ergastolo per attentato (non riuscito) contro capo di stato estero, per l'attentato a Papa Giovanni Paolo II",Nel 1981 Ali Agcava fu condannato all'erto ( non riuscito ) contro capo di stato ) per l'attentato a Papa Giovanni Paolo II,20.541588041588046,0.747,0.6364,44.7,"Nel 1981 Ali Agcava fu condannato all'erto ( non riuscito ) contro capo di stato ) contro capi di stato estero, per l'attentato a Papa Giovanni Paolo II",24.7361961125259,0.8115,0.6531,52.0
Ma il fatto è solo uno,Ma il fatto è significativo,48.88888888888889,0.5515,0.5,28.6,Ma il fatto politico è un altro,91.66666666666667,0.9985,1.0,100.0
"A chi si rivolge questo libro , dunque",A chi è rivolto questo libro,83.33333333333333,0.9977,1.0,100.0,A chi è rivolto questo libro,83.33333333333333,0.9977,1.0,100.0
Questa è la mia priorità assoluta,è questa la mia priorità,83.33333333333333,0.996,1.0,100.0,è questa la mia priorità,83.33333333333333,0.996,1.0,100.0
"Sì , sarà per me un piacere",è stato un piacere per me,46.99074074074074,0.62,0.25,20.4,è stato un piacere per me,46.99074074074074,0.62,0.25,20.4
Un giorno d’estate faceva molto caldo e Ugolino aveva davvero tanta sete,Un giorno l ’ estate d ’ estate faceva molto caldo e Ugolino aveva davvero tanta voglia,26.79568238778765,0.9074,0.7692,45.3,Un giorno l ’ estate d ’ estate faceva molto caldo e Ugolino aveva davvero tanta voglia,26.79568238778765,0.9074,0.7692,45.3
"Sul palco Aidan fece dei suoni insoliti col suo computer portatile, Ida iniziò a fare il beat boxing, cioè dei suoni ritmati con la bocca, e Simo si mise a roteare sulla testa","Sul palco Aidan fece dei suoni insoliti con il suo computer musicale, Ida iniziò a fare il beat con la bocca, e Simo si mise a fare la bocca",28.31606779512914,0.6516,0.6,51.3,"Sul palco Aidan fece dei suoni insoliti, “ Ida ” iniziò a fare il beat con la bocca, e Simo aprì la bocca",22.267648066607673,0.5047,0.5385,33.9
Sostituire il comma 7 con il seguente : « 7,Sostituire il comma 7 con il seguente,66.66666666666667,0.9985,1.0,100.0,Sostituire il comma 7 con il seguente,66.66666666666667,0.9985,1.0,100.0
Naturalmente non mancano le ombre,Ma non mancano le ombre,66.66666666666667,0.7938,0.75,66.9,Ma non mancano le ombre,66.66666666666667,0.7938,0.75,66.9
Il bilancio è molto positivo,Il bilancio è molto positivo,17.12962962962963,0.5515,0.2857,35.0,Il bilancio è molto positivo,17.12962962962963,0.5515,0.2857,35.0
Qual è il vostro lavoro,Qual è il vostro lavoro,17.12962962962963,0.75,0.3333,42.7,Qual è il vostro lavoro,17.12962962962963,0.75,0.3333,42.7
"Nel 1998 il CDU di Rocco Buttiglione partecipa al progetto delll'ex presidente della Repubblica Francesco Cossiga che promuove la nascita di un nuovo soggetto politico, l'Unione Democratica per la Repubblica (UDR), che si propone la creazione di un terzo polo di centro alternativo al centrodestra e al centrosinistra","Nel 1998 il CDU di Rocco Buttiglione partecipa al progetto delll'ex presidente della Repubblica Francesco Cossiga che promuove la nascita di un nuovo soggetto politico, l'Unione Democratica per la Repubblica ( UDR ), che si propone la creazione di un terzo polo di centro alternativo al centrodestra e al centrosinistra",31.397506200752527,0.9733,0.9149,89.0,"Nel 1998 il CDU di Rocco Buttiglione partecipa al progetto delll'ex presidente della Repubblica Francesco Cossiga che promuove la nascita di un nuovo soggetto politico, l'Unione Democratica per la Repubblica ( UDR ), che si propone la creazione di un terzo polo di centro alternativo al centrodestra e al centrosinistra. Nello stesso anno l'UDR, dopo la caduta",31.397506200752527,0.9443,0.8431,75.6
Siamo in buone mani,Sono in buona mani,23.61111111111111,0.2041,0.0,14.8,Sono in buona mani,23.61111111111111,0.2041,0.0,14.8
Eventuali indicazioni bibliografiche ulteriori o alternative verranno fornite durante il corso,Eventuali indicazioni bibliografiche verranno fornite durante il corso,58.11147186147186,0.8294,0.6154,54.1,Eventuali indicazioni bibliografiche verranno fornite durante il corso,58.11147186147186,0.8294,0.6154,54.1
L' articolo è presente anche su,Maggiori informazioni sono presenti su questo sito,18.214285714285715,0.1639,0.0,6.6,Maggiori informazioni sono presenti su questo sito,18.214285714285715,0.1639,0.0,6.6
Carte più dettagliate e personalizzate possono essere create con un programma planetario come lo Starry Night,carte più complesse e complicate possono essere create con un programma speciale come lo Starry Night,49.75824760035286,0.8187,0.5926,45.8,carte più complesse e complicate possono essere create con un programma planetario chiamato lo Starry Night,49.75824760035286,0.8187,0.5926,45.8
Programma per non frequentanti da concordare con la docente,programma per non frequentanti il docente,43.73316498316498,0.5126,0.3077,14.7,programma per non frequentanti con il docente,48.68326118326118,0.6392,0.4286,24.2
E non sono affatto la stessa cosa,Non possono essere la stessa cosa,91.66666666666667,0.9977,1.0,100.0,Non possono essere la stessa cosa,91.66666666666667,0.9977,1.0,100.0
"Si procederà , quindi , alla votazione",Si può procedere alla votazione,83.33333333333333,0.996,1.0,100.0,Si può procedere alla votazione,83.33333333333333,0.996,1.0,100.0
La stazione di Bordighera è situata lungo la linea Genova-Ventimiglia e serve l,La stazione di Bordiger è trova lungo la principale linea Genova - ventidue e serve l'intera linea della tranviaria,21.405076405076404,0.5048,0.375,11.8,La stazione di Bordiger è situata lungo la principale linea Genova - ventilata. Fa parte dell'altra linea della metropolitana di Genova e serve l'insieme,19.37055981813015,0.5278,0.3684,11.3
Vi ringrazio per l' attenzione e vi auguro buon lavoro,Ringrazio per l'attenzione e auguro buon lavoro,49.473304473304474,0.6692,1.0,42.4,Ringrazio per l'attenzione e auguro buon lavoro,49.473304473304474,0.6692,1.0,42.4
Togliete dal forno e servite immediatamente,Togliere dal forno e servire,85.0,0.8441,0.8889,81.9,Togliere dal forno e servire,85.0,0.8441,0.8889,81.9
"Le cose sono cambiate , da allora",Da allora molte cose sono cambiate,91.66666666666667,0.9977,1.0,100.0,Da allora molte cose sono cambiate,91.66666666666667,0.9977,1.0,100.0
"Certo , ci sono dei limiti",Ci sono dei limiti superiori,16.984126984126984,0.0,0.0,3.6,Ci sono dei limiti superiori,16.984126984126984,0.0,0.0,3.6
E allora che cosa c' è che non va,Che cos'è che non va,35.07575757575757,0.6392,0.4,23.5,Che cos'è che non va,35.07575757575757,0.6392,0.4,23.5
ma una cosa dobbiamo dir- la,Una cosa devo comunque dire,83.33333333333333,0.996,1.0,100.0,Una cosa devo comunque dire,83.33333333333333,0.996,1.0,100.0
Questa è una lettera d' amore,è una lettera d'amore,13.65079365079365,0.4395,0.8571,36.1,è una lettera d'amore,13.65079365079365,0.4395,0.8571,36.1
Non vi sarebbero state vittime,Ma non vi sono state vittime,71.52777777777777,0.83,0.8,76.0,Ma non vi sono state vittime,71.52777777777777,0.83,0.8,76.0
"Tale attività , ben documentata , è buona come l' attività didattica",L'attività didattica è buona e documentata,33.10185185185185,0.2662,0.3333,10.9,L'attività didattica è buona e documentata,33.10185185185185,0.2662,0.3333,10.9
è così o questa è una mia errata impressione,è possibile o è una mia impressione,65.01424501424502,0.8757,0.6667,51.5,è possibile o è una mia impressione,65.01424501424502,0.8757,0.6667,51.5
"Sospendo tuttavia la seduta , che riprenderà alle 15",Sospendo la seduta che riprenderà alle 15,91.66666666666667,0.9985,1.0,100.0,Sospendo la seduta che riprenderà alle 15,91.66666666666667,0.9985,1.0,100.0
"Quali sono , dunque , i veri motivi della crisi italiana",Quali sono i veri motivi della crisi,55.63542938542938,0.9654,0.7273,41.1,Quali sono i veri motivi della crisi,55.63542938542938,0.9654,0.7273,41.1
Poi d' un tratto sentii una voce,Poi sentirono una voce,33.101851851851855,0.2467,0.2222,15.1,Poi sentirono una voce,33.101851851851855,0.2467,0.2222,15.1
Nell'antichità il se era spesso usato in duetto con il qin,Nell'antichità il se era usato in due spicchi con il qin,19.76851851851852,0.803,0.6364,37.8,Nell'antichità il se era usato in due spicchi con il qin,19.76851851851852,0.803,0.6364,37.8
Grazie e mi scusi il disturbo,Grazie e scusa ancora il disturbo,83.33333333333333,0.9977,1.0,100.0,Grazie e scusa ancora il disturbo,83.33333333333333,0.9977,1.0,100.0
E questa è una notizia,Ed è una buona notizia,83.33333333333333,0.996,1.0,100.0,Ed è una buona notizia,83.33333333333333,0.996,1.0,100.0
"Il primo utilizzo del riscaldamento elettrico fu per un torneo di balkline 18.2 tenutosi nel dicembre 1927 tra Welker Cochran e Jacob Schaefer , Jr","Il primo utilizzo del calore elettrico fu per un torneo di balkline 18. 2 tenutosi nel dicembre 1927 tra Welch Cochran e Wilhelm Sch Schaefer, Jr",36.67908845540424,0.6071,0.5283,33.0,"Il primo utilizzo del calore elettrico fu per un torneo di balkline 18. 2 tenutosi nel dicembre 1927 tra Welch Cochran e Wilhelm Sch Schaefer, Jr",36.67908845540424,0.6071,0.5283,33.0
"Nel Medioevo europeo, l'erba veniva posta sotto i cuscini per favorire il sonno e allontanare gli incubi","Nel cristianesimo europeo, l'erba veniva posta sotto i sedili per favorire il sonno e allontanamento",34.59899867157932,0.5902,0.5714,42.3,"Nel cristianesimo europeo, l'erba veniva posta sotto i sedili per favorire il sonno e allontanamento",34.59899867157932,0.5902,0.5714,42.3
E il problema è proprio questo,Il problema è questo,41.17063492063492,0.5442,0.0,21.4,Il problema è questo,41.17063492063492,0.5442,0.0,21.4
Allora qual è la differenza,Dov'è allora la differenza,52.69841269841269,0.9977,1.0,46.3,Dov'è allora la differenza,52.69841269841269,0.9977,1.0,46.3
"Dopo l' articolo 423 del codice penale è inserito il seguente : "" Art",Dopo l'articolo 423 del codice civile è inserito il seguente : « Art,77.1786546786547,0.8089,1.0,78.0,Dopo l'articolo 423 del codice civile è inserito il seguente : « Art,77.1786546786547,0.8089,1.0,78.0
"Si arrampicò sulla roccia più grande, e guardò i gabbiani planare sopra le teste di Ida e del suo nuovo amico Aidan mentre camminavano sulla spiaggia diretti verso di lui","Si arrampicò sulla roccia più grande, e guardò sopra le gabbiane di Ida e del suo nuovo amico Aidan mentre camminavano sulla spiaggia diretto verso di lui",25.89755832402891,0.8111,0.6909,58.8,"Si arrampicò sulla roccia più grande, e guardò sopra le gabbiane di Ida e del suo nuovo amico Aidan mentre camminavano sulla spiaggia diretto verso di lui",25.89755832402891,0.8111,0.6909,58.8
